Time,Rep,PopSizeF,PopSizeM,PopSize,avg_tau,avg_p,avg_chi,avg_t,avg_gamma,avg_surviving_offspring_per_mother,avg_dead_offspring_per_mother,avg_survivalprob_true,avg_survivalprob_rando,avg_Res
10080,7,502,498,1000,0.801811,1.14557,10,0.788476,0.194921,1.99203,6.84064,0.226438,0.174103,0.990273
10090,7,500,500,1000,0.805111,1.14738,10,0.8027,0.194312,2,6.906,0.221938,0.176199,1.00134
10100,7,508,492,1000,0.807229,1.1515,10,0.840207,0.200966,1.9685,6.35433,0.228366,0.180548,1.0227
10110,7,467,533,1000,0.8084,1.15329,10,0.802385,0.190976,2.14133,7.88865,0.220252,0.173528,1.00942
10120,7,493,507,1000,0.807957,1.15681,10,0.815734,0.194347,2.0284,7.03245,0.224673,0.175004,1.01585
10130,7,529,471,1000,0.805947,1.14493,10,0.794301,0.193569,1.89036,6.64839,0.224294,0.173965,0.988712
10140,7,513,487,1000,0.805136,1.14364,10,0.810646,0.194445,1.94932,6.81871,0.223362,0.175105,1.00095
10150,7,490,510,1000,0.804565,1.14256,10,0.793006,0.192326,2.04082,6.72449,0.222016,0.17301,0.992872
10160,7,490,510,1000,0.806542,1.14246,10,0.796103,0.191663,2.04082,6.87959,0.220479,0.172396,0.996305
10170,7,503,497,1000,0.805968,1.14359,10,0.808564,0.195101,1.98807,7.21471,0.225519,0.175469,1.00524
10180,7,488,512,1000,0.804884,1.13527,10,0.799387,0.193478,2.04918,6.81967,0.223958,0.173264,1.00798
10190,7,505,495,1000,0.803726,1.1364,10,0.812401,0.19725,1.9802,6.91683,0.223302,0.177411,0.998242
10200,7,503,497,1000,0.805306,1.1385,10,0.810827,0.195048,1.98807,7.29622,0.220186,0.175834,0.985323
10210,7,506,494,1000,0.803078,1.13541,10,0.797696,0.195899,1.97628,6.91304,0.225341,0.175395,0.999078
10220,7,534,466,1000,0.806549,1.13101,10,0.786976,0.188794,1.87266,7.04307,0.220349,0.171535,0.996185
10230,7,493,507,1000,0.803758,1.12982,10,0.821674,0.200349,2.0284,6.8215,0.227987,0.180506,1.01399
10240,7,502,498,1000,0.798436,1.13226,10,0.811361,0.205348,1.99203,6.29283,0.233016,0.184959,1.00676
10250,7,486,514,1000,0.803782,1.12586,10,0.800342,0.194206,2.05761,7.27572,0.224956,0.17469,0.995676
10260,7,488,512,1000,0.799981,1.12476,10,0.80111,0.202197,2.04918,6.6373,0.231867,0.181073,1.004
10270,7,507,493,1000,0.799017,1.11082,10,0.784627,0.197414,1.97239,7.11045,0.224818,0.177382,0.998122
10280,7,498,502,1000,0.799214,1.11295,10,0.792577,0.197859,2.00803,6.56827,0.230834,0.177133,1.00443
10290,7,491,509,1000,0.79544,1.1193,10,0.786564,0.200631,2.03666,6.8778,0.232664,0.180953,0.987861
10300,7,507,493,1000,0.796971,1.117,10,0.801456,0.203568,1.97239,6.67258,0.232427,0.181321,1.00166
10310,7,499,501,1000,0.794349,1.11607,10,0.782354,0.200765,2.00401,6.57916,0.231568,0.179784,0.986611
10320,7,511,489,1000,0.794239,1.11395,10,0.800313,0.208235,1.95695,5.88258,0.236753,0.184573,1.00616
10330,7,520,480,1000,0.796084,1.11253,10,0.795112,0.202276,1.92308,6.37115,0.228938,0.180971,0.991992
10340,7,525,475,1000,0.794744,1.12706,10,0.810918,0.20922,1.90476,6.33524,0.238269,0.186416,1.00556
10350,7,501,499,1000,0.790533,1.12736,10,0.795857,0.209966,1.99601,6.78044,0.234583,0.188006,1.01633
10360,7,472,528,1000,0.791379,1.12737,10,0.778649,0.206212,2.11864,6.49788,0.2374,0.186539,0.97531
10370,7,505,495,1000,0.795022,1.12406,10,0.796267,0.206731,1.9802,6.47723,0.235943,0.184356,0.998604
10380,7,474,526,1000,0.797491,1.13031,10,0.802648,0.202354,2.1097,6.61392,0.229746,0.181124,0.99417
10390,7,531,469,1000,0.796641,1.12061,10,0.809347,0.208645,1.88324,6.27495,0.236663,0.186001,1.00071
10400,7,504,496,1000,0.794754,1.12674,10,0.799848,0.207328,1.98413,6.39484,0.231941,0.186155,0.993312
10410,7,521,479,1000,0.793443,1.12643,10,0.792944,0.206923,1.91939,6.33973,0.231866,0.186204,0.998007
10420,7,489,511,1000,0.798794,1.14166,10,0.783549,0.197544,2.04499,7.42945,0.225196,0.177088,0.989925
10430,7,455,545,1000,0.803825,1.13952,10,0.811036,0.198146,2.1978,8.16923,0.225829,0.17882,1.01304
10440,7,490,510,1000,0.80331,1.14434,10,0.800305,0.196109,2.04082,6.63061,0.229283,0.17796,1.00064
10450,7,499,501,1000,0.803162,1.14875,10,0.791996,0.193751,2.00401,6.85571,0.223465,0.175857,0.990351
10460,7,486,514,1000,0.804785,1.13851,10,0.803462,0.19405,2.05761,7.06584,0.225177,0.175463,1.00313
10470,7,490,510,1000,0.802957,1.14619,10,0.811195,0.199059,2.04082,7.45102,0.22443,0.179056,1.00115
10480,7,488,512,1000,0.803347,1.13981,10,0.815378,0.198943,2.04918,6.56148,0.226685,0.17908,1.00885
10490,7,503,497,1000,0.805922,1.13754,10,0.823812,0.197871,1.98807,7.0835,0.223707,0.177128,1.01017
10500,7,524,476,1000,0.805771,1.14381,10,0.80945,0.195236,1.9084,6.73855,0.224213,0.175369,1.00255
10510,7,500,500,1000,0.806182,1.14185,10,0.817086,0.196411,2,7.112,0.224743,0.177437,1.00323
10520,7,480,520,1000,0.803552,1.13539,10,0.81736,0.199451,2.08333,6.94167,0.227901,0.17981,1.01567
10530,7,473,527,1000,0.801793,1.13011,10,0.796958,0.197474,2.11416,7.06554,0.228478,0.177557,0.999506
10540,7,494,506,1000,0.802293,1.13402,10,0.801661,0.197343,2.02429,7.2085,0.228327,0.178024,0.995978
10550,7,489,511,1000,0.801831,1.12624,10,0.79027,0.193797,2.04499,7.40695,0.227042,0.173406,0.984354
10560,7,512,488,1000,0.803964,1.13071,10,0.807498,0.195882,1.95312,6.93164,0.223653,0.177338,0.992586
10570,7,510,490,1000,0.802844,1.1395,10,0.800822,0.196678,1.96078,7.03725,0.227051,0.17768,0.989892
10580,7,490,510,1000,0.801944,1.13688,10,0.801214,0.1968,2.04082,6.82857,0.229906,0.177812,0.99644
10590,7,482,518,1000,0.803202,1.13769,10,0.803117,0.195433,2.07469,7.71784,0.226909,0.176418,0.992092
10600,7,499,501,1000,0.803791,1.13113,10,0.81454,0.198809,2.00401,6.501,0.229786,0.17893,1.00613
10610,7,488,512,1000,0.803173,1.13142,10,0.81464,0.199849,2.04918,6.42418,0.230362,0.181008,0.999747
10620,7,511,489,1000,0.80228,1.13505,10,0.818187,0.20201,1.95695,6.27593,0.231832,0.18226,1.0195
10630,7,491,509,1000,0.801352,1.11839,10,0.801299,0.198916,2.03666,7.15886,0.229028,0.177944,0.998895
10640,7,477,523,1000,0.80165,1.11015,10,0.807642,0.199458,2.09644,7.47799,0.227859,0.17985,0.997171
10650,7,531,469,1000,0.804251,1.11342,10,0.804002,0.19608,1.88324,6.25989,0.223575,0.179032,0.987143
10660,7,519,481,1000,0.804226,1.11278,10,0.813164,0.197262,1.92678,6.88632,0.224942,0.177148,1.00117
10670,7,494,506,1000,0.800495,1.11835,10,0.804428,0.201109,2.02429,6.83806,0.231217,0.181081,0.991808
10680,7,492,508,1000,0.79922,1.12205,10,0.795092,0.198199,2.03252,6.72358,0.228309,0.176209,0.990303
10690,7,511,489,1000,0.800444,1.12901,10,0.796319,0.198289,1.95695,6.38748,0.225829,0.179227,1.00064
10700,7,472,528,1000,0.800718,1.12278,10,0.805845,0.200062,2.11864,7.02542,0.227589,0.179303,1.00967
10710,7,498,502,1000,0.801804,1.10899,10,0.811251,0.19994,2.00803,7.06024,0.228017,0.179509,1.01062
10720,7,506,494,1000,0.802298,1.10617,10,0.801866,0.197703,1.97628,6.76877,0.230692,0.177362,1.00538
10730,7,516,484,1000,0.7997,1.10647,10,0.803639,0.201815,1.93798,5.89922,0.231177,0.181698,0.992143
10740,7,516,484,1000,0.798891,1.10464,10,0.796218,0.200398,1.93798,6.51163,0.229756,0.179389,0.996921
10750,7,498,502,1000,0.799974,1.11055,10,0.807662,0.202591,2.00803,7.04819,0.228505,0.181174,1.00218
10760,7,511,489,1000,0.79365,1.10994,10,0.807139,0.211311,1.95695,6.29941,0.236264,0.18823,1.01352
10770,7,516,484,1000,0.794589,1.10445,10,0.795867,0.206651,1.93798,6.27326,0.236101,0.184615,1.00108
10780,7,503,497,1000,0.791252,1.10716,10,0.804915,0.212482,1.98807,6.28429,0.242036,0.190834,1.0042
10790,7,505,495,1000,0.791046,1.10287,10,0.788223,0.207462,1.9802,6.68317,0.235537,0.185176,1.0016
10800,7,501,499,1000,0.791365,1.11896,10,0.797202,0.211045,1.99601,6.19162,0.239221,0.18967,1.01358
10810,7,478,522,1000,0.79584,1.12232,10,0.801955,0.206209,2.09205,6.83264,0.235724,0.184379,1.00444
10820,7,529,471,1000,0.786822,1.11584,10,0.792319,0.215675,1.89036,6.14745,0.247116,0.192372,0.991092
10830,7,477,523,1000,0.788208,1.11773,10,0.791302,0.212465,2.09644,6.67715,0.243007,0.188734,0.995142
10840,7,481,519,1000,0.790865,1.11422,10,0.809503,0.213761,2.079,6.57796,0.239955,0.190326,1.01941
10850,7,515,485,1000,0.789435,1.11049,10,0.803574,0.212473,1.94175,6.38641,0.240376,0.19064,1.01412
10860,7,499,501,1000,0.786379,1.10309,10,0.779829,0.211986,2.00401,6.56513,0.237956,0.189208,1.01276
10870,7,513,487,1000,0.789015,1.10506,10,0.774953,0.206847,1.94932,6.8577,0.236441,0.185221,0.98549
10880,7,527,473,1000,0.788424,1.10932,10,0.792377,0.213082,1.89753,5.91461,0.240623,0.189874,1
10890,7,488,512,1000,0.787049,1.10762,10,0.800434,0.216654,2.04918,6.45492,0.244272,0.194392,1.00658
10900,7,478,522,1000,0.789218,1.11188,10,0.772244,0.20581,2.09205,6.91423,0.235683,0.185187,0.99428
10910,7,499,501,1000,0.789334,1.11433,10,0.785569,0.21198,2.00401,6.34068,0.242361,0.189058,0.996731
10920,7,527,473,1000,0.788261,1.11378,10,0.816466,0.218241,1.89753,5.68501,0.244253,0.19536,1.01309
10930,7,495,505,1000,0.790302,1.10472,10,0.788113,0.20895,2.0202,6.50101,0.241098,0.188184,0.991976
10940,7,492,508,1000,0.789395,1.10484,10,0.789556,0.210161,2.03252,6.81098,0.238879,0.187609,1.01051
10950,7,513,487,1000,0.791606,1.11057,10,0.785218,0.206966,1.94932,6.61598,0.234799,0.187353,0.997119
10960,7,481,519,1000,0.791634,1.10324,10,0.799058,0.210602,2.079,6.68191,0.234743,0.189313,1.00886
10970,7,482,518,1000,0.794922,1.09795,10,0.794786,0.205076,2.07469,6.82573,0.233971,0.184663,1.00188
10980,7,499,501,1000,0.794102,1.09101,10,0.775085,0.201412,2.00401,6.40281,0.235311,0.180912,0.990378
10990,7,506,494,1000,0.792738,1.10385,10,0.812317,0.211105,1.97628,6.32411,0.238565,0.187585,1.01074
11000,7,531,469,1000,0.793337,1.1077,10,0.781078,0.202582,1.88324,6.29379,0.232156,0.182926,1.00268
11010,7,515,485,1000,0.796408,1.10658,10,0.793645,0.202464,1.94175,6.35922,0.233065,0.181449,1.00005
11020,7,498,502,1000,0.797583,1.1131,10,0.807155,0.204228,2.00803,6.30321,0.231177,0.182789,1.00421
11030,7,462,538,1000,0.796712,1.10979,10,0.813338,0.207516,2.1645,6.88745,0.235538,0.185557,1.01541
11040,7,501,499,1000,0.793212,1.11435,10,0.79897,0.209201,1.99601,6.48104,0.234541,0.186682,1.01122
11050,7,504,496,1000,0.790796,1.10521,10,0.784794,0.207746,1.98413,6.44841,0.237038,0.186457,0.990332
11060,7,521,479,1000,0.787677,1.1033,10,0.767119,0.206298,1.91939,6.06718,0.239086,0.183881,0.9825
11070,7,491,509,1000,0.785327,1.11485,10,0.798294,0.218626,2.03666,6.32179,0.246687,0.194087,1.01916
11080,7,514,486,1000,0.787321,1.11937,10,0.789284,0.213212,1.94553,5.78794,0.246131,0.191836,0.98868
11090,7,509,491,1000,0.788713,1.12041,10,0.795804,0.21193,1.96464,6.14145,0.240049,0.189401,0.988027
11100,7,502,498,1000,0.789693,1.1219,10,0.805139,0.214422,1.99203,6.30876,0.242992,0.190625,0.994664
11110,7,491,509,1000,0.792987,1.13352,10,0.790138,0.206633,2.03666,6.76578,0.238567,0.184366,0.992899
11120,7,506,494,1000,0.794495,1.13226,10,0.796961,0.20592,1.97628,6.51581,0.235219,0.183663,0.993972
11130,7,488,512,1000,0.798058,1.12968,10,0.803607,0.20309,2.04918,6.64959,0.231547,0.182008,0.994472
11140,7,501,499,1000,0.798421,1.13039,10,0.817724,0.206303,1.99601,6.35329,0.235602,0.18435,1.00491
11150,7,500,500,1000,0.794497,1.13351,10,0.78594,0.203031,2,6.24,0.236945,0.181872,0.984417
11160,7,504,496,1000,0.794325,1.12871,10,0.80323,0.207853,1.98413,6.33135,0.232342,0.186857,1.00742
11170,7,507,493,1000,0.795878,1.12938,10,0.799724,0.204203,1.97239,6.61341,0.233945,0.183788,1.00056
11180,7,513,487,1000,0.796827,1.12738,10,0.800994,0.204138,1.94932,6.51267,0.233013,0.182065,1.00465
11190,7,496,504,1000,0.792733,1.12821,10,0.789079,0.206517,2.01613,6.375,0.235741,0.184868,1.00199
11200,7,476,524,1000,0.794724,1.12014,10,0.796328,0.205041,2.10084,6.76891,0.234642,0.18462,1.01127
11210,7,506,494,1000,0.794841,1.11797,10,0.801255,0.206547,1.97628,6.58696,0.234286,0.184761,1.00628
11220,7,478,522,1000,0.793607,1.11326,10,0.790455,0.20549,2.09205,6.60669,0.235591,0.183112,0.997553
11230,7,511,489,1000,0.796351,1.12768,10,0.807654,0.206548,1.95695,6.16438,0.236006,0.186554,1.00926
11240,7,492,508,1000,0.794471,1.13169,10,0.793608,0.204372,2.03252,6.34959,0.233841,0.183463,0.992979
11250,7,510,490,1000,0.794815,1.13024,10,0.787346,0.203832,1.96078,6.61373,0.233703,0.18276,0.998225
11260,7,489,511,1000,0.79822,1.14139,10,0.785216,0.198341,2.04499,6.7362,0.226212,0.17869,0.990204
11270,7,501,499,1000,0.797109,1.14006,10,0.805078,0.204636,1.99601,6.09182,0.23532,0.184185,1.00924
11280,7,504,496,1000,0.796864,1.14694,10,0.809971,0.207085,1.98413,6.25794,0.235381,0.18319,1.00712
11290,7,493,507,1000,0.796001,1.14865,10,0.807838,0.205524,2.0284,6.52738,0.232788,0.184106,1.00153
11300,7,510,490,1000,0.797825,1.14995,10,0.793685,0.201648,1.96078,6.50196,0.233641,0.181802,1.00584
11310,7,462,538,1000,0.79899,1.14868,10,0.785278,0.199321,2.1645,6.41991,0.234434,0.181244,0.982244
11320,7,486,514,1000,0.800255,1.15121,10,0.78417,0.194766,2.05761,7.13992,0.228188,0.174989,0.985332
11330,7,503,497,1000,0.80016,1.14921,10,0.819526,0.204413,1.98807,6.56859,0.231489,0.183566,1.01956
11340,7,493,507,1000,0.79318,1.15636,10,0.787962,0.205027,2.0284,6.47059,0.234251,0.184331,0.999621
11350,7,501,499,1000,0.797162,1.15656,10,0.783761,0.198888,1.99601,6.8004,0.230163,0.179661,1.00227
11360,7,493,507,1000,0.800159,1.15673,10,0.801942,0.1995,2.0284,6.75051,0.230038,0.179809,0.996229
11370,7,495,505,1000,0.803519,1.16089,10,0.806731,0.197823,2.0202,7.14747,0.225409,0.177508,1.00825
11380,7,515,485,1000,0.805644,1.15871,10,0.797752,0.191299,1.94175,6.89709,0.222478,0.171977,0.997991
11390,7,494,506,1000,0.808239,1.15708,10,0.821595,0.194769,2.02429,6.84818,0.222202,0.174904,1.01142
11400,7,495,505,1000,0.811346,1.16025,10,0.806063,0.18823,2.0202,7.65253,0.217665,0.169903,1.00102
11410,7,540,460,1000,0.808609,1.15626,10,0.824211,0.194018,1.85185,6.76111,0.220244,0.175143,1.01438
11420,7,483,517,1000,0.808214,1.15341,10,0.789484,0.187881,2.07039,7.87164,0.216867,0.169684,0.987562
11430,7,516,484,1000,0.807599,1.14511,10,0.807039,0.194242,1.93798,7.06977,0.221772,0.175206,1.0166
11440,7,505,495,1000,0.804383,1.14379,10,0.804993,0.195155,1.9802,7.24554,0.222447,0.17613,1.01397
11450,7,495,505,1000,0.807087,1.1375,10,0.804903,0.192293,2.0202,7.45859,0.223024,0.172963,0.998911
11460,7,509,491,1000,0.805249,1.13658,10,0.791554,0.191543,1.96464,7.24558,0.217301,0.17092,1.00556
11470,7,491,509,1000,0.804136,1.13387,10,0.810513,0.197224,2.03666,6.82892,0.2248,0.178109,0.992777
11480,7,537,463,1000,0.807396,1.14235,10,0.783197,0.187434,1.8622,7.03911,0.221786,0.169112,0.981147
11490,7,510,490,1000,0.804379,1.14029,10,0.810917,0.196219,1.96078,6.59804,0.224951,0.177278,0.997285
11500,7,478,522,1000,0.807578,1.13293,10,0.81323,0.1927,2.09205,7.15481,0.2208,0.174006,0.998961
11510,7,491,509,1000,0.806543,1.13814,10,0.805499,0.193459,2.03666,6.75153,0.224414,0.175403,0.99644
11520,7,494,506,1000,0.805532,1.14172,10,0.810701,0.196413,2.02429,6.46761,0.226044,0.177911,1.00306
11530,7,494,506,1000,0.804986,1.13318,10,0.802303,0.195459,2.02429,6.90283,0.224377,0.175281,1.0002
11540,7,507,493,1000,0.802591,1.12511,10,0.80194,0.197858,1.97239,6.60158,0.226075,0.178248,0.990927
11550,7,499,501,1000,0.802314,1.1238,10,0.833201,0.205328,2.00401,6.28257,0.229621,0.183544,1.02433
11560,7,497,503,1000,0.801801,1.11582,10,0.790444,0.196675,2.01207,6.69618,0.227799,0.177363,0.992842
11570,7,499,501,1000,0.802252,1.1148,10,0.807727,0.19872,2.00401,6.19439,0.224174,0.178242,1.00964
11580,7,476,524,1000,0.799263,1.11784,10,0.818954,0.205389,2.10084,7.19328,0.230045,0.184781,1.01624
11590,7,492,508,1000,0.798922,1.12047,10,0.79592,0.200537,2.03252,6.71545,0.228583,0.180703,0.992685
11600,7,500,500,1000,0.801277,1.11801,10,0.8112,0.202351,2,6.42,0.231204,0.181463,1.00072
11610,7,502,498,1000,0.799093,1.12164,10,0.812718,0.20365,1.99203,6.70717,0.229262,0.182489,1.00246
11620,7,520,480,1000,0.799772,1.12442,10,0.797527,0.198471,1.92308,6.30962,0.224699,0.178526,1.00067
11630,7,504,496,1000,0.80142,1.11902,10,0.799453,0.198314,1.98413,6.53968,0.226276,0.178999,1.00506
11640,7,473,527,1000,0.800663,1.1218,10,0.803926,0.200018,2.11416,6.95349,0.228696,0.179413,1.00288
11650,7,505,495,1000,0.796006,1.12168,10,0.794995,0.203381,1.9802,6.53861,0.230449,0.182387,0.996021
11660,7,504,496,1000,0.796998,1.12073,10,0.804531,0.205055,1.98413,6.83532,0.234149,0.183866,0.995889
11670,7,491,509,1000,0.799165,1.11917,10,0.802652,0.202575,2.03666,6.55601,0.231183,0.182501,0.989739
11680,7,499,501,1000,0.799684,1.11977,10,0.790953,0.197924,2.00401,6.79559,0.229927,0.177258,0.990121
11690,7,503,497,1000,0.798987,1.11677,10,0.798261,0.201271,1.98807,6.61829,0.232106,0.18138,1.00166
11700,7,502,498,1000,0.798152,1.10916,10,0.796927,0.201027,1.99203,6.75896,0.230461,0.179753,1.01371
11710,7,513,487,1000,0.798102,1.11214,10,0.791155,0.19997,1.94932,6.53606,0.22651,0.180667,0.992754
11720,7,476,524,1000,0.794591,1.11381,10,0.807589,0.206978,2.10084,6.57143,0.235161,0.183699,1.00747
11730,7,506,494,1000,0.79481,1.10925,10,0.798752,0.204895,1.97628,6.62253,0.234864,0.183124,1.00625
11740,7,482,518,1000,0.793684,1.1146,10,0.797172,0.207145,2.07469,6.49378,0.23482,0.184833,1.00194
11750,7,495,505,1000,0.79218,1.11629,10,0.786952,0.20611,2.0202,6.78788,0.234729,0.185219,0.993694
11760,7,495,505,1000,0.790783,1.11497,10,0.779546,0.208492,2.0202,6.71515,0.238543,0.185516,1.00133
11770,7,482,518,1000,0.794666,1.11022,10,0.775435,0.202116,2.07469,6.93983,0.231173,0.182504,0.984961
11780,7,514,486,1000,0.78794,1.10167,10,0.796279,0.214992,1.94553,6.32296,0.243082,0.192315,1.01534
11790,7,510,490,1000,0.792051,1.11139,10,0.774719,0.203817,1.96078,6.32157,0.236048,0.182464,0.993793
11800,7,483,517,1000,0.795794,1.12502,10,0.786953,0.201453,2.07039,6.39337,0.228081,0.18111,0.987636
11810,7,519,481,1000,0.794604,1.12086,10,0.781814,0.201089,1.92678,6.69557,0.231869,0.180306,0.983142
11820,7,515,485,1000,0.795535,1.11786,10,0.797225,0.206539,1.94175,6.08738,0.233943,0.184826,0.994428
11830,7,504,496,1000,0.798593,1.11414,10,0.813687,0.205517,1.98413,6.55159,0.231261,0.184147,0.984454
11840,7,496,504,1000,0.797514,1.09908,10,0.803352,0.202879,2.01613,6.40927,0.231321,0.180846,1.00008
11850,7,479,521,1000,0.797462,1.09694,10,0.804385,0.204994,2.08768,6.99791,0.231084,0.184117,1.01459
11860,7,508,492,1000,0.796237,1.09287,10,0.795844,0.203435,1.9685,6.83268,0.232407,0.183372,1.00228
11870,7,481,519,1000,0.793843,1.09256,10,0.798654,0.206869,2.079,6.85447,0.231493,0.184195,0.996313
11880,7,502,498,1000,0.791676,1.09363,10,0.795152,0.208227,1.99203,6.28884,0.235372,0.186651,1.00988
11890,7,469,531,1000,0.790528,1.10301,10,0.79728,0.211686,2.1322,6.8742,0.238037,0.190259,1.01302
11900,7,505,495,1000,0.79045,1.10502,10,0.785415,0.207869,1.9802,6.39604,0.234886,0.186413,0.988031
11910,7,477,523,1000,0.789762,1.10731,10,0.789465,0.210631,2.09644,6.76101,0.240541,0.189568,0.99636
11920,7,493,507,1000,0.79001,1.09431,10,0.789985,0.210044,2.0284,6.58824,0.238564,0.187443,1.00583
11930,7,496,504,1000,0.786517,1.08383,10,0.796834,0.217149,2.01613,6.59879,0.242022,0.192809,1.01524
11940,7,507,493,1000,0.781908,1.07653,10,0.762911,0.213235,1.97239,6.46351,0.242166,0.191401,0.999345
11950,7,480,520,1000,0.776975,1.08275,10,0.792634,0.227228,2.08333,5.87708,0.25154,0.200455,1.01194
11960,7,504,496,1000,0.781277,1.07931,10,0.764854,0.21401,1.98413,6.27778,0.244041,0.192399,0.990615
11970,7,513,487,1000,0.783793,1.08309,10,0.788734,0.217291,1.94932,6.07797,0.243232,0.194207,1.01522
11980,7,498,502,1000,0.78201,1.07402,10,0.773387,0.2149,2.00803,5.99598,0.241765,0.191639,0.999294
11990,7,525,475,1000,0.779898,1.07426,10,0.778935,0.219887,1.90476,6.16952,0.247087,0.194893,1.00262
12000,7,513,487,1000,0.776536,1.07615,10,0.780483,0.223718,1.94932,6.06823,0.247279,0.199372,1.00741
12010,7,487,513,1000,0.775647,1.08409,10,0.777002,0.225949,2.05339,5.78439,0.255012,0.198818,1.00789
12020,7,512,488,1000,0.773318,1.07497,10,0.773402,0.227514,1.95312,5.37109,0.254517,0.20252,1.0009
12030,7,501,499,1000,0.773184,1.0885,10,0.754287,0.221301,1.99601,5.93214,0.250872,0.1953,0.993368
12040,7,506,494,1000,0.774451,1.08928,10,0.775587,0.226425,1.97628,5.74506,0.254005,0.200402,0.998561
12050,7,508,492,1000,0.770828,1.08904,10,0.749673,0.22386,1.9685,5.70472,0.255325,0.198602,0.97939
12060,7,497,503,1000,0.768479,1.08773,10,0.768348,0.232993,2.01207,5.82093,0.2608,0.206742,1.00108
12070,7,496,504,1000,0.767007,1.08444,10,0.761409,0.231396,2.01613,5.80242,0.262253,0.204746,0.988946
12080,7,482,518,1000,0.76922,1.08271,10,0.764177,0.229289,2.07469,5.77178,0.2575,0.201868,0.987287
12090,7,543,457,1000,0.770149,1.08862,10,0.77337,0.229835,1.84162,5.27993,0.256504,0.203402,1.02449
12100,7,479,521,1000,0.773907,1.08809,10,0.77543,0.226391,2.08768,6.44468,0.254533,0.200496,1.00414
12110,7,484,516,1000,0.774034,1.08278,10,0.765936,0.224313,2.06612,6.02479,0.254846,0.200388,0.9912
12120,7,517,483,1000,0.776342,1.07533,10,0.784982,0.227479,1.93424,5.64217,0.255932,0.202745,1.00159
12130,7,470,530,1000,0.774542,1.0734,10,0.75379,0.219406,2.12766,6.29362,0.248187,0.194649,0.979667
12140,7,504,496,1000,0.773024,1.06958,10,0.800772,0.234554,1.98413,5.40675,0.255143,0.207018,1.02389
12150,7,510,490,1000,0.772215,1.07121,10,0.768021,0.22637,1.96078,5.70784,0.255792,0.200047,0.990387
12160,7,517,483,1000,0.772548,1.0792,10,0.77986,0.229081,1.93424,6.01547,0.254245,0.203507,1.00654
12170,7,516,484,1000,0.775424,1.08188,10,0.769956,0.223999,1.93798,5.58527,0.252216,0.199677,1.01264
12180,7,487,513,1000,0.775239,1.08582,10,0.769762,0.223253,2.05339,6.17454,0.25225,0.197961,0.982913
12190,7,477,523,1000,0.776578,1.08822,10,0.779791,0.225142,2.09644,6.32285,0.254038,0.19904,0.995087
12200,7,501,499,1000,0.774648,1.09327,10,0.776874,0.225946,1.99601,5.53693,0.254474,0.200573,1.00339
12210,7,502,498,1000,0.778632,1.08861,10,0.775284,0.220075,1.99203,5.57968,0.250633,0.195105,1.00844
12220,7,504,496,1000,0.777407,1.08412,10,0.797867,0.227869,1.98413,5.74008,0.253737,0.202663,1.02551
12230,7,491,509,1000,0.775378,1.08107,10,0.76171,0.219843,2.03666,6.31365,0.253332,0.194893,0.983902
12240,7,477,523,1000,0.777101,1.08119,10,0.790989,0.226425,2.09644,5.97065,0.254108,0.201581,1.0019
12250,7,491,509,1000,0.778951,1.08244,10,0.778682,0.220799,2.03666,6.21181,0.250068,0.196573,1.01371
12260,7,461,539,1000,0.779584,1.08818,10,0.782293,0.22194,2.1692,6.87852,0.249704,0.197893,0.997718
12270,7,502,498,1000,0.781041,1.09902,10,0.76389,0.214459,1.99203,5.91434,0.245785,0.190335,0.993776
12280,7,486,514,1000,0.780093,1.08508,10,0.792907,0.224656,2.05761,6.27778,0.25141,0.199318,1.00264
12290,7,511,489,1000,0.77865,1.08273,10,0.797193,0.227226,1.95695,5.55773,0.252237,0.200496,1.00155
12300,7,500,500,1000,0.779811,1.08758,10,0.786485,0.223085,2,5.792,0.254782,0.199505,1.00854
12310,7,506,494,1000,0.772945,1.08478,10,0.772031,0.228754,1.97628,5.51976,0.256586,0.202283,1.00237
12320,7,515,485,1000,0.776414,1.09283,10,0.765326,0.22002,1.94175,5.86408,0.249099,0.195919,0.987393
12330,7,518,482,1000,0.774677,1.08944,10,0.779616,0.226913,1.9305,5.50193,0.256155,0.199864,0.999233
12340,7,488,512,1000,0.77906,1.08313,10,0.792824,0.225314,2.04918,5.97746,0.250274,0.199522,1.00071
12350,7,488,512,1000,0.778819,1.08349,10,0.789966,0.224378,2.04918,5.96107,0.252915,0.20008,1.00737
12360,7,502,498,1000,0.776308,1.086,10,0.771653,0.220226,1.99203,6.16335,0.248582,0.195901,0.994414
12370,7,498,502,1000,0.778349,1.08375,10,0.777078,0.221849,2.00803,5.95783,0.249364,0.197473,1.00227
12380,7,501,499,1000,0.777589,1.0864,10,0.776348,0.222386,1.99601,6.0998,0.248636,0.197838,0.997123
12390,7,488,512,1000,0.77477,1.08744,10,0.785287,0.229596,2.04918,5.61475,0.259666,0.204227,1.00079
12400,7,505,495,1000,0.776796,1.09346,10,0.761222,0.219259,1.9802,5.66535,0.251037,0.195951,0.987243
12410,7,541,459,1000,0.772896,1.09155,10,0.779772,0.231002,1.84843,5.34011,0.254971,0.203642,0.998029
12420,7,500,500,1000,0.776474,1.09642,10,0.772057,0.221257,2,5.514,0.252185,0.197675,0.980786
