Time,Rep,PopSizeF,PopSizeM,PopSize,avg_tau,avg_p,avg_chi,avg_t,avg_gamma,avg_surviving_offspring_per_mother,avg_dead_offspring_per_mother,avg_survivalprob_true,avg_survivalprob_rando,avg_Res
0,7,500,500,1000,0,0,10,0,1.02724,2,1.068,0.628767,0.628767,1.02182
10,7,486,514,1000,0.00316849,0.000802225,10,0.00274225,0.99891,2.05761,1.16049,0.615941,0.616017,1.00325
20,7,491,509,1000,0.00362214,-0.000148651,10,0.00371616,0.99294,2.03666,1.28717,0.611806,0.612005,1.00719
30,7,498,502,1000,0.00323618,-0.000437495,10,0.00286228,0.981486,2.00803,1.21084,0.608506,0.608957,0.990122
40,7,499,501,1000,0.00248049,0.00241063,10,0.00282744,0.985287,2.00401,1.23647,0.61178,0.612309,0.995349
50,7,516,484,1000,0.00244178,0.00166765,10,0.00229797,1.00692,1.93798,1.14922,0.619688,0.61957,1.01396
60,7,515,485,1000,0.00464104,0.00209485,10,0.00446557,0.994852,1.94175,1.2466,0.618506,0.618899,0.999417
70,7,522,478,1000,0.00519713,0.00372501,10,0.00480833,0.985794,1.91571,1.22031,0.613412,0.61545,0.992834
80,7,532,468,1000,0.00496907,0.00909717,10,0.00507923,0.986759,1.8797,1.07331,0.610894,0.609077,1.00314
90,7,489,511,1000,0.00499051,0.0093408,10,0.00466121,0.97522,2.04499,1.3681,0.608367,0.607796,0.99463
100,7,495,505,1000,0.00534399,0.0195532,10,0.00553263,0.994807,2.0202,1.42424,0.612626,0.613364,0.986399
110,7,511,489,1000,0.00907011,0.0290677,10,0.00995963,0.994325,1.95695,1.24658,0.612743,0.6156,1.01042
120,7,495,505,1000,0.0121863,0.0234368,10,0.0118863,0.998263,2.0202,1.25455,0.619725,0.619317,1.00887
130,7,540,460,1000,0.0182363,0.0332411,10,0.0181407,0.993056,1.85185,1.09074,0.61134,0.612746,1.00606
140,7,521,479,1000,0.0218238,0.0366361,10,0.0212782,0.947707,1.91939,1.24376,0.605287,0.604687,0.993703
150,7,509,491,1000,0.0200463,0.0384177,10,0.0186399,0.969705,1.96464,1.25737,0.605768,0.604946,0.990723
160,7,513,487,1000,0.0228302,0.0274662,10,0.0220917,0.99031,1.94932,1.34893,0.612468,0.61397,1.01064
170,7,488,512,1000,0.0199166,0.0371431,10,0.0184374,0.975199,2.04918,1.27254,0.601258,0.600032,1.00597
180,7,501,499,1000,0.0218766,0.0375559,10,0.0223403,0.972163,1.99601,1.36327,0.606572,0.607143,0.997904
190,7,513,487,1000,0.0212333,0.0333709,10,0.0207615,0.982555,1.94932,1.24951,0.612015,0.612291,1.00042
200,7,511,489,1000,0.0237458,0.0279838,10,0.0233273,0.983793,1.95695,1.33659,0.61212,0.612849,1.00192
210,7,529,471,1000,0.02613,0.0319012,10,0.0280753,0.978779,1.89036,1.2552,0.608416,0.60994,0.997405
220,7,524,476,1000,0.0272562,0.0388386,10,0.0285154,0.984052,1.9084,1.30534,0.607128,0.60726,1.01427
230,7,483,517,1000,0.0295044,0.0517057,10,0.0284465,0.954901,2.07039,1.36853,0.600209,0.602618,0.994606
240,7,484,516,1000,0.0344094,0.0432411,10,0.0355104,0.98457,2.06612,1.15909,0.611573,0.612985,1.01075
250,7,483,517,1000,0.0358465,0.0560772,10,0.0350654,0.954313,2.07039,1.36232,0.599004,0.59484,0.992784
260,7,506,494,1000,0.0432406,0.0513254,10,0.0421018,0.954388,1.97628,1.3419,0.598048,0.59883,0.993718
270,7,499,501,1000,0.0464868,0.0677581,10,0.0461608,0.960685,2.00401,1.31463,0.601464,0.601353,0.996494
280,7,518,482,1000,0.0521992,0.0772458,10,0.0517576,0.932694,1.9305,1.35907,0.597153,0.593047,0.988579
290,7,492,508,1000,0.0606658,0.0793561,10,0.0614634,0.973353,2.03252,1.27846,0.609331,0.607647,1.02663
300,7,480,520,1000,0.067971,0.0896506,10,0.0689719,0.942499,2.08333,1.3875,0.598127,0.596403,1.00595
310,7,507,493,1000,0.0722963,0.0919601,10,0.0708637,0.906445,1.97239,1.31164,0.586076,0.581066,0.986419
320,7,509,491,1000,0.0759224,0.0851366,10,0.0742299,0.916084,1.96464,1.39096,0.589225,0.583772,0.993767
330,7,485,515,1000,0.0763449,0.0942755,10,0.0760838,0.921863,2.06186,1.43711,0.586741,0.582814,0.993611
340,7,488,512,1000,0.0804547,0.110074,10,0.0780203,0.906348,2.04918,1.48975,0.587831,0.580911,0.992963
350,7,494,506,1000,0.0816835,0.11017,10,0.0816097,0.91927,2.02429,1.37449,0.5987,0.589651,1.00595
360,7,503,497,1000,0.0838511,0.1115,10,0.0833004,0.930904,1.98807,1.31809,0.598409,0.592393,1.01673
370,7,498,502,1000,0.088974,0.100804,10,0.0901732,0.915907,2.00803,1.41767,0.584085,0.577805,0.996729
380,7,501,499,1000,0.0943151,0.113438,10,0.09538,0.917462,1.99601,1.42914,0.596357,0.583347,1.01432
390,7,496,504,1000,0.0991419,0.149287,10,0.0995127,0.886613,2.01613,1.41532,0.585729,0.571622,0.993978
400,7,525,475,1000,0.104737,0.156271,10,0.103572,0.881353,1.90476,1.39048,0.586672,0.572029,1.00593
410,7,503,497,1000,0.113843,0.169502,10,0.113988,0.891709,1.98807,1.30417,0.596729,0.580232,0.99391
420,7,502,498,1000,0.121381,0.173127,10,0.121886,0.88282,1.99203,1.28088,0.58851,0.575491,1.00087
430,7,496,504,1000,0.136477,0.1828,10,0.134682,0.860275,2.01613,1.36694,0.580396,0.569117,0.993877
440,7,529,471,1000,0.148034,0.190333,10,0.145925,0.84512,1.89036,1.45558,0.570702,0.556192,0.997558
450,7,503,497,1000,0.156022,0.210933,10,0.157212,0.848323,1.98807,1.4493,0.578052,0.559665,1.00349
460,7,487,513,1000,0.166138,0.212595,10,0.162968,0.822739,2.05339,1.64682,0.570812,0.549054,0.99093
470,7,480,520,1000,0.178678,0.228586,10,0.178201,0.812298,2.08333,1.48542,0.566077,0.54315,1.00086
480,7,500,500,1000,0.184447,0.239628,10,0.183837,0.815068,2,1.518,0.570462,0.547494,0.992913
490,7,479,521,1000,0.191692,0.258935,10,0.194621,0.812686,2.08768,1.57829,0.569089,0.541687,0.994931
500,7,515,485,1000,0.198662,0.267637,10,0.192762,0.781266,1.94175,1.43107,0.5688,0.526409,0.984463
510,7,506,494,1000,0.204999,0.285853,10,0.207827,0.805637,1.97628,1.41304,0.57994,0.544696,1.00636
520,7,496,504,1000,0.211854,0.30439,10,0.209871,0.780484,2.01613,1.58266,0.575968,0.531469,1.00233
530,7,510,490,1000,0.223966,0.302108,10,0.223401,0.773435,1.96078,1.49216,0.567559,0.527711,0.997723
540,7,515,485,1000,0.230654,0.311698,10,0.231688,0.765493,1.94175,1.50485,0.564333,0.524132,1.00448
550,7,491,509,1000,0.240166,0.316702,10,0.236223,0.74602,2.03666,1.65377,0.554864,0.515289,0.98039
560,7,472,528,1000,0.251941,0.31854,10,0.251612,0.746129,2.11864,1.85381,0.55242,0.515748,0.991873
570,7,509,491,1000,0.260078,0.329475,10,0.25955,0.74136,1.96464,1.74853,0.548346,0.512899,1.00119
580,7,515,485,1000,0.268803,0.338076,10,0.272444,0.740601,1.94175,1.60583,0.545952,0.507962,1.00622
590,7,528,472,1000,0.272911,0.340799,10,0.273316,0.724484,1.89394,1.73106,0.538874,0.502705,0.995988
600,7,499,501,1000,0.277327,0.349543,10,0.280984,0.735839,2.00401,1.65531,0.548566,0.508269,1.00624
610,7,508,492,1000,0.278527,0.363664,10,0.28113,0.7248,1.9685,1.67126,0.546597,0.50363,0.999033
620,7,498,502,1000,0.288624,0.380345,10,0.290607,0.716103,2.00803,1.69478,0.544644,0.503513,1.00615
630,7,483,517,1000,0.300537,0.415411,10,0.297263,0.691454,2.07039,1.67909,0.54645,0.4889,1.00564
640,7,522,478,1000,0.317449,0.42288,10,0.314445,0.676263,1.91571,1.6341,0.535726,0.482137,1.00206
650,7,488,512,1000,0.330926,0.43454,10,0.335221,0.674753,2.04918,1.85861,0.535437,0.475531,0.999458
660,7,509,491,1000,0.338329,0.438425,10,0.348265,0.679909,1.96464,1.82515,0.533833,0.487346,1.02036
670,7,516,484,1000,0.346748,0.457132,10,0.354257,0.665612,1.93798,1.60078,0.534546,0.474545,1.00327
680,7,465,535,1000,0.352249,0.450026,10,0.351746,0.64952,2.15054,1.92258,0.523585,0.469545,1.00311
690,7,529,471,1000,0.354988,0.464818,10,0.351891,0.643929,1.89036,1.64839,0.526151,0.464436,0.993691
700,7,547,453,1000,0.360136,0.477228,10,0.363399,0.644564,1.82815,1.63071,0.52906,0.466916,1.01159
710,7,503,497,1000,0.368441,0.490009,10,0.366818,0.627151,1.98807,1.93638,0.51755,0.456802,0.996694
720,7,523,477,1000,0.377098,0.497898,10,0.375359,0.620205,1.91205,1.74761,0.517523,0.452121,0.99175
730,7,515,485,1000,0.383191,0.498627,10,0.381793,0.61756,1.94175,1.76893,0.515132,0.451073,0.998146
740,7,493,507,1000,0.382895,0.507194,10,0.38035,0.617868,2.0284,1.77079,0.519951,0.451222,1.01179
750,7,492,508,1000,0.38972,0.519828,10,0.382411,0.598775,2.03252,1.96951,0.512868,0.438637,0.989605
760,7,521,479,1000,0.394861,0.523054,10,0.389719,0.593388,1.91939,1.91747,0.507062,0.439276,0.985908
770,7,498,502,1000,0.400111,0.520412,10,0.393585,0.587901,2.00803,1.88153,0.504719,0.436392,0.990946
780,7,511,489,1000,0.405644,0.523079,10,0.407831,0.597616,1.95695,1.96869,0.502878,0.441082,1.00938
790,7,524,476,1000,0.406928,0.530869,10,0.406956,0.592016,1.9084,1.93893,0.504282,0.440313,1.01254
800,7,531,469,1000,0.407149,0.531404,10,0.416953,0.605936,1.88324,1.80979,0.506015,0.441665,1.0095
810,7,508,492,1000,0.410134,0.535116,10,0.418793,0.605665,1.9685,1.97638,0.510347,0.446941,1.01774
820,7,497,503,1000,0.409775,0.54617,10,0.40939,0.592869,2.01207,2.13078,0.507744,0.43279,1.00867
830,7,474,526,1000,0.417633,0.551997,10,0.420565,0.586755,2.1097,2.05696,0.504308,0.438419,1.001
840,7,507,493,1000,0.426174,0.554091,10,0.427044,0.575203,1.97239,1.89546,0.49617,0.430408,1.00466
850,7,494,506,1000,0.429051,0.568513,10,0.432732,0.578178,2.02429,1.93522,0.503152,0.434007,1.01436
860,7,489,511,1000,0.431255,0.564655,10,0.418804,0.552168,2.04499,2.05521,0.489605,0.412011,0.981591
870,7,492,508,1000,0.438042,0.568379,10,0.43764,0.5607,2.03252,1.98374,0.490614,0.419111,0.999037
880,7,497,503,1000,0.438787,0.565242,10,0.440717,0.564132,2.01207,2.03018,0.487269,0.419877,1.00049
890,7,489,511,1000,0.438547,0.568899,10,0.441989,0.565874,2.04499,2.26176,0.490364,0.427596,1.00165
900,7,516,484,1000,0.439853,0.574636,10,0.443264,0.563363,1.93798,1.86822,0.491026,0.421585,1.00435
910,7,474,526,1000,0.444762,0.58905,10,0.442319,0.553441,2.1097,2.35232,0.484316,0.415463,0.999131
920,7,520,480,1000,0.449479,0.5914,10,0.456596,0.56135,1.92308,1.90577,0.487459,0.420861,1.01808
930,7,488,512,1000,0.447498,0.61951,10,0.449667,0.556898,2.04918,2.07172,0.495495,0.420228,0.99689
940,7,520,480,1000,0.45589,0.623419,10,0.465249,0.556813,1.92308,1.97308,0.492226,0.418949,1.00567
950,7,475,525,1000,0.464314,0.617863,10,0.469482,0.539746,2.10526,2.40632,0.475389,0.411252,1.00815
960,7,504,496,1000,0.466017,0.624456,10,0.467597,0.533717,1.98413,2.25992,0.480657,0.403508,0.998414
970,7,508,492,1000,0.474772,0.636588,10,0.473393,0.524745,1.9685,2.20866,0.476797,0.398653,1.00904
980,7,491,509,1000,0.480877,0.645671,10,0.482802,0.522801,2.03666,2.17719,0.467546,0.401228,1.01553
990,7,466,534,1000,0.482274,0.639888,10,0.483197,0.51869,2.14592,2.32618,0.470976,0.398486,0.999611
1000,7,511,489,1000,0.488791,0.639867,10,0.500486,0.5224,1.95695,2.20744,0.465449,0.397993,1.01758
1010,7,488,512,1000,0.490265,0.647813,10,0.488337,0.508881,2.04918,2.28893,0.466537,0.391041,0.98925
1020,7,494,506,1000,0.49307,0.654504,10,0.501552,0.513263,2.02429,2.2996,0.463389,0.39502,1.00378
1030,7,498,502,1000,0.490989,0.657686,10,0.487942,0.502604,2.00803,2.38554,0.46105,0.392588,0.994908
1040,7,496,504,1000,0.498161,0.65792,10,0.506726,0.511151,2.01613,2.36895,0.462803,0.392313,1.00541
1050,7,478,522,1000,0.497087,0.660178,10,0.497917,0.50347,2.09205,2.39331,0.462345,0.386872,1.00185
1060,7,511,489,1000,0.50217,0.670989,10,0.500017,0.497012,1.95695,2.32094,0.45837,0.382859,1.00875
1070,7,509,491,1000,0.507019,0.675106,10,0.496952,0.482889,1.96464,2.39293,0.455964,0.37362,0.99252
1080,7,504,496,1000,0.510825,0.675845,10,0.520221,0.497428,1.98413,2.4246,0.452907,0.386351,1.00466
1090,7,499,501,1000,0.515339,0.684804,10,0.50956,0.479707,2.00401,2.33467,0.45332,0.37573,1.00788
1100,7,509,491,1000,0.514589,0.68378,10,0.50562,0.478037,1.96464,2.23183,0.449821,0.371021,0.992817
1110,7,515,485,1000,0.517059,0.693291,10,0.510227,0.475226,1.94175,2.24466,0.450749,0.371794,0.993085
1120,7,518,482,1000,0.517141,0.696181,10,0.525049,0.491453,1.9305,2.22008,0.455811,0.380561,1.00494
1130,7,522,478,1000,0.519314,0.703878,10,0.535151,0.494474,1.91571,2.31418,0.45779,0.38396,1.00619
1140,7,487,513,1000,0.521727,0.70705,10,0.52982,0.48386,2.05339,2.3614,0.452337,0.379582,1.00138
1150,7,462,538,1000,0.524578,0.72224,10,0.521802,0.473128,2.1645,2.77056,0.449544,0.370183,0.996964
1160,7,479,521,1000,0.526833,0.716967,10,0.528578,0.474265,2.08768,2.79749,0.448317,0.372303,0.998169
1170,7,502,498,1000,0.530819,0.735684,10,0.525218,0.466348,1.99203,2.38247,0.449707,0.365464,0.988435
1180,7,513,487,1000,0.535009,0.746611,10,0.542309,0.472369,1.94932,2.26511,0.446187,0.368702,0.998433
1190,7,507,493,1000,0.538699,0.758204,10,0.540572,0.460011,1.97239,2.38067,0.438349,0.366232,1.00202
1200,7,476,524,1000,0.547632,0.760493,10,0.543811,0.448596,2.10084,2.57773,0.434047,0.355524,1.01722
1210,7,493,507,1000,0.555865,0.767983,10,0.553177,0.441951,2.0284,2.6572,0.426688,0.352065,1.00055
1220,7,504,496,1000,0.571095,0.767674,10,0.564384,0.422883,1.98413,2.84921,0.411322,0.338378,0.996368
1230,7,499,501,1000,0.581573,0.771435,10,0.586884,0.420895,2.00401,3.1002,0.404859,0.339003,1.00636
1240,7,491,509,1000,0.585624,0.772931,10,0.575899,0.405741,2.03666,3.09572,0.40298,0.328066,0.995771
1250,7,486,514,1000,0.592603,0.783189,10,0.590965,0.404572,2.05761,2.91975,0.398113,0.327676,1.00413
1260,7,488,512,1000,0.592346,0.783849,10,0.596057,0.412183,2.04918,3.03279,0.401028,0.333494,1.00427
1270,7,486,514,1000,0.590412,0.785668,10,0.5842,0.405545,2.05761,3.02058,0.399562,0.328056,0.985162
1280,7,497,503,1000,0.59769,0.780995,10,0.595175,0.400402,2.01207,2.99799,0.39453,0.322756,0.997206
1290,7,500,500,1000,0.598645,0.785882,10,0.591616,0.395077,2,3.07,0.390695,0.323347,0.980192
1300,7,479,521,1000,0.599024,0.796979,10,0.607741,0.405849,2.08768,3.39666,0.394996,0.331534,1.0046
1310,7,524,476,1000,0.602099,0.804445,10,0.614473,0.407013,1.9084,2.67748,0.397829,0.330096,1.01187
1320,7,481,519,1000,0.596832,0.806258,10,0.605984,0.409276,2.079,2.97713,0.405882,0.33188,1.009
1330,7,492,508,1000,0.594598,0.802434,10,0.588817,0.401639,2.03252,3.03659,0.398514,0.32567,1.00015
1340,7,503,497,1000,0.597114,0.808164,10,0.596492,0.402251,1.98807,3.19682,0.399614,0.326316,0.985458
1350,7,471,529,1000,0.597282,0.814625,10,0.60453,0.407898,2.12314,3.18471,0.4053,0.332794,1.00537
1360,7,495,505,1000,0.597939,0.826533,10,0.601049,0.407055,2.0202,3,0.405442,0.330375,1.0068
1370,7,524,476,1000,0.601467,0.826908,10,0.608876,0.403686,1.9084,2.9084,0.399268,0.328151,0.998471
1380,7,501,499,1000,0.604525,0.825253,10,0.59624,0.387523,1.99601,3.19361,0.394926,0.316176,0.984128
1390,7,488,512,1000,0.606662,0.824587,10,0.595995,0.385603,2.04918,3.29918,0.389401,0.314714,0.992845
1400,7,510,490,1000,0.606033,0.824087,10,0.613967,0.39948,1.96078,2.84706,0.394162,0.327082,1.00216
1410,7,491,509,1000,0.606367,0.836593,10,0.619259,0.402124,2.03666,3.31772,0.393681,0.326278,1.01204
1420,7,514,486,1000,0.607547,0.828984,10,0.6269,0.405762,1.94553,3.00389,0.395514,0.327886,1.00874
1430,7,489,511,1000,0.607791,0.822501,10,0.608845,0.390731,2.04499,3.26789,0.393276,0.315968,0.995799
1440,7,526,474,1000,0.604305,0.824841,10,0.610152,0.399802,1.90114,3.02662,0.399142,0.326908,1.01016
1450,7,503,497,1000,0.603102,0.824861,10,0.592512,0.389909,1.98807,3.08151,0.394786,0.319387,0.997667
1460,7,488,512,1000,0.602806,0.82804,10,0.599809,0.396179,2.04918,2.92623,0.398579,0.321696,1.00514
1470,7,511,489,1000,0.606554,0.823493,10,0.611,0.396387,1.95695,2.93738,0.397105,0.322572,0.998356
1480,7,508,492,1000,0.605666,0.819457,10,0.60022,0.389005,1.9685,3.05709,0.394577,0.318228,0.995008
1490,7,490,510,1000,0.606114,0.825461,10,0.596941,0.387876,2.04082,3.29184,0.393787,0.315757,0.999862
1500,7,518,482,1000,0.608147,0.826623,10,0.619004,0.3996,1.9305,2.91313,0.395433,0.326473,1.01393
1510,7,494,506,1000,0.607221,0.825708,10,0.599613,0.386426,2.02429,3.18623,0.39073,0.314731,0.988097
1520,7,498,502,1000,0.607246,0.825282,10,0.614292,0.399416,2.00803,3.13655,0.397755,0.325523,1.00945
1530,7,489,511,1000,0.610656,0.830668,10,0.617491,0.391454,2.04499,3.13906,0.393546,0.321201,1.00452
1540,7,490,510,1000,0.609558,0.83792,10,0.623556,0.398924,2.04082,3.06735,0.395596,0.323178,1.00937
1550,7,486,514,1000,0.614404,0.839648,10,0.617758,0.387464,2.05761,3.3107,0.385804,0.317822,1.00736
1560,7,513,487,1000,0.61626,0.841856,10,0.618023,0.384644,1.94932,3.22807,0.388308,0.314416,0.994597
1570,7,512,488,1000,0.613765,0.853002,10,0.607188,0.383124,1.95312,3.1543,0.391617,0.313002,0.992938
1580,7,480,520,1000,0.619174,0.856962,10,0.621826,0.382238,2.08333,3.22917,0.391219,0.308615,1.0026
1590,7,487,513,1000,0.617415,0.854269,10,0.619741,0.385188,2.05339,3.22177,0.388046,0.313964,1.00858
1600,7,482,518,1000,0.619702,0.854517,10,0.628951,0.386675,2.07469,3.12448,0.390766,0.318118,1.00193
1610,7,499,501,1000,0.621827,0.856758,10,0.616745,0.37458,2.00401,3.08617,0.381005,0.306469,0.988589
1620,7,504,496,1000,0.622828,0.856524,10,0.613355,0.371127,1.98413,2.9246,0.381002,0.306804,0.990527
1630,7,484,516,1000,0.624445,0.860382,10,0.620374,0.371551,2.06612,3.29339,0.381907,0.304237,0.99034
1640,7,506,494,1000,0.629279,0.86367,10,0.625922,0.369612,1.97628,3.10079,0.378892,0.307238,0.998878
1650,7,506,494,1000,0.627771,0.865143,10,0.626077,0.372021,1.97628,3.37549,0.382312,0.305396,1.00166
1660,7,504,496,1000,0.627948,0.869063,10,0.640103,0.379993,1.98413,3.14484,0.384482,0.309079,1.00123
1670,7,523,477,1000,0.629724,0.877092,10,0.626904,0.365984,1.91205,3.10134,0.373581,0.30222,0.992673
1680,7,502,498,1000,0.634305,0.882703,10,0.636992,0.367606,1.99203,3.31076,0.371372,0.302989,0.998969
1690,7,511,489,1000,0.638162,0.883728,10,0.63041,0.356035,1.95695,3.46184,0.371677,0.29681,0.9964
1700,7,512,488,1000,0.642074,0.893857,10,0.648578,0.362261,1.95312,3.4375,0.371642,0.300586,1.004
1710,7,495,505,1000,0.645763,0.895263,10,0.644028,0.352206,2.0202,3.39798,0.363857,0.294516,1.00765
1720,7,478,522,1000,0.648459,0.898862,10,0.641142,0.346265,2.09205,3.68619,0.361513,0.289666,1.00004
1730,7,500,500,1000,0.653156,0.906724,10,0.647506,0.346125,2,3.676,0.360553,0.286777,0.988919
1740,7,480,520,1000,0.659577,0.907696,10,0.665333,0.343639,2.08333,3.63542,0.357639,0.285895,0.997583
1750,7,491,509,1000,0.665257,0.914528,10,0.663563,0.334895,2.03666,3.97352,0.351433,0.279981,1.00442
1760,7,476,524,1000,0.669345,0.917924,10,0.665386,0.326616,2.10084,4.11975,0.339805,0.275345,1.00416
1770,7,496,504,1000,0.673234,0.923557,10,0.67584,0.326287,2.01613,3.80444,0.339598,0.275238,1.00181
1780,7,507,493,1000,0.672445,0.937325,10,0.671164,0.32821,1.97239,4.10256,0.345295,0.276418,0.992949
1790,7,494,506,1000,0.673232,0.942719,10,0.669566,0.325884,2.02429,3.68219,0.340746,0.275791,0.99828
1800,7,481,519,1000,0.674389,0.949007,10,0.668598,0.323027,2.079,4.08524,0.343803,0.272341,1.00179
1810,7,508,492,1000,0.678689,0.952222,10,0.678614,0.320966,1.9685,3.94882,0.336131,0.269224,0.989324
1820,7,524,476,1000,0.690766,0.954102,10,0.67598,0.303598,1.9084,3.89313,0.328672,0.258146,0.99861
1830,7,503,497,1000,0.686801,0.948858,10,0.68158,0.311051,1.98807,4.2505,0.328221,0.263512,1.00064
1840,7,503,497,1000,0.689101,0.94776,10,0.690796,0.312758,1.98807,3.91849,0.332681,0.264601,0.995767
1850,7,490,510,1000,0.689823,0.956286,10,0.687709,0.310112,2.04082,4.17959,0.327789,0.261616,1.00077
1860,7,490,510,1000,0.689103,0.958401,10,0.675368,0.306315,2.04082,4.30612,0.328172,0.260165,0.987395
1870,7,506,494,1000,0.693226,0.950245,10,0.690071,0.306387,1.97628,4.00593,0.328382,0.259855,1.00605
1880,7,509,491,1000,0.69525,0.954753,10,0.713468,0.31381,1.96464,3.92731,0.328011,0.266306,1.00712
1890,7,495,505,1000,0.695265,0.95362,10,0.684094,0.300522,2.0202,4.16768,0.317423,0.253383,0.98925
1900,7,501,499,1000,0.6974,0.961264,10,0.702643,0.306482,1.99601,4.40519,0.323164,0.260348,0.99818
1910,7,480,520,1000,0.696484,0.964525,10,0.692263,0.301804,2.08333,4.27708,0.324783,0.259932,1.00241
1920,7,493,507,1000,0.69895,0.966511,10,0.695093,0.298055,2.0284,4.50913,0.320078,0.253415,0.994168
1930,7,514,486,1000,0.702976,0.971583,10,0.708977,0.299373,1.94553,4.27821,0.316444,0.254049,0.998266
1940,7,515,485,1000,0.699402,0.968592,10,0.711421,0.305546,1.94175,4.06214,0.325076,0.260243,1.00452
1950,7,507,493,1000,0.700572,0.971789,10,0.689349,0.295572,1.97239,4.41815,0.316389,0.252594,0.983303
1960,7,512,488,1000,0.700787,0.974194,10,0.692319,0.295562,1.95312,4.53125,0.315157,0.251085,0.991774
1970,7,525,475,1000,0.699217,0.977294,10,0.696526,0.298464,1.90476,4.01905,0.316496,0.253363,1.00427
1980,7,493,507,1000,0.703185,0.977235,10,0.705021,0.297367,2.0284,4.48884,0.317584,0.254643,0.998513
1990,7,491,509,1000,0.707847,0.981538,10,0.706128,0.29214,2.03666,4.59063,0.315179,0.251378,0.99937
2000,7,519,481,1000,0.709393,0.980874,10,0.697843,0.286631,1.92678,4.4104,0.313905,0.24753,0.998674
2010,7,478,522,1000,0.709513,0.976018,10,0.699901,0.287116,2.09205,4.55649,0.312763,0.247573,0.983068
2020,7,514,486,1000,0.708349,0.967578,10,0.716907,0.294745,1.94553,4.31323,0.313237,0.253175,1.00615
2030,7,498,502,1000,0.709673,0.977864,10,0.706383,0.28901,2.00803,4.39558,0.314058,0.24848,1.00445
2040,7,505,495,1000,0.707558,0.970642,10,0.715449,0.29455,1.9802,4.42376,0.314287,0.252611,1.00138
2050,7,513,487,1000,0.708663,0.966462,10,0.698663,0.287847,1.94932,4.15984,0.31203,0.247541,0.988992
2060,7,483,517,1000,0.710895,0.977758,10,0.710602,0.288824,2.07039,4.50932,0.313506,0.248217,0.997236
2070,7,498,502,1000,0.710616,0.984696,10,0.718183,0.2926,2.00803,4.23896,0.312117,0.248909,1.01338
2080,7,500,500,1000,0.713557,0.984721,10,0.704266,0.283513,2,4.586,0.305463,0.244651,0.98814
2090,7,499,501,1000,0.711552,0.982973,10,0.703019,0.284876,2.00401,4.24048,0.310853,0.245559,0.994147
2100,7,501,499,1000,0.713829,0.980308,10,0.733902,0.292146,1.99601,4.89022,0.30714,0.248163,1.01369
2110,7,495,505,1000,0.713262,0.987067,10,0.693623,0.279182,2.0202,4.24646,0.310617,0.241024,0.982633
2120,7,508,492,1000,0.715436,0.989613,10,0.713186,0.284042,1.9685,4.56496,0.307929,0.244188,0.994484
2130,7,503,497,1000,0.716268,0.990556,10,0.714932,0.284146,1.98807,4.54274,0.308745,0.245951,1.0016
2140,7,503,497,1000,0.716732,0.992178,10,0.719655,0.282882,1.98807,4.78728,0.303833,0.245033,0.992847
2150,7,497,503,1000,0.718578,0.992984,10,0.719082,0.281722,2.01207,4.4326,0.303296,0.242403,1.0103
2160,7,498,502,1000,0.723871,1.0032,10,0.73684,0.278457,2.00803,4.61245,0.301572,0.241749,1.00649
2170,7,534,466,1000,0.720428,1.00193,10,0.728458,0.285937,1.87266,4.02996,0.30926,0.247739,0.99725
2180,7,517,483,1000,0.724824,0.999159,10,0.739197,0.280642,1.93424,4.39845,0.300169,0.243221,1.01405
2190,7,519,481,1000,0.723473,0.999918,10,0.747921,0.286083,1.92678,4.23314,0.30408,0.247549,1.01447
2200,7,526,474,1000,0.723326,1.00145,10,0.724969,0.276968,1.90114,4.3251,0.301834,0.238695,1.00886
2210,7,466,534,1000,0.7239,1.00391,10,0.714677,0.272227,2.14592,5.23176,0.297057,0.236241,0.997073
2220,7,511,489,1000,0.721921,0.996905,10,0.7267,0.280199,1.95695,4.30137,0.304954,0.242131,1.00582
2230,7,498,502,1000,0.723068,0.998747,10,0.725094,0.277157,2.00803,4.90763,0.300639,0.239356,0.997534
2240,7,498,502,1000,0.725942,1.00046,10,0.712891,0.268833,2.00803,4.71888,0.295222,0.232386,0.980709
2250,7,505,495,1000,0.723758,1.00292,10,0.710347,0.271428,1.9802,4.73267,0.300364,0.233626,0.990437
2260,7,518,482,1000,0.723383,1.00596,10,0.726161,0.278583,1.9305,4.4112,0.304926,0.240878,1.00342
2270,7,488,512,1000,0.724609,1.01271,10,0.730308,0.276404,2.04918,4.85041,0.29932,0.238822,1.01107
2280,7,495,505,1000,0.727376,1.00589,10,0.738945,0.27651,2.0202,4.78182,0.298356,0.24018,1.03091
2290,7,518,482,1000,0.72658,1.01096,10,0.704049,0.265538,1.9305,4.40154,0.292334,0.232548,0.98795
2300,7,511,489,1000,0.727948,1.02205,10,0.71823,0.269155,1.95695,4.57339,0.295203,0.230951,0.991071
2310,7,485,515,1000,0.726252,1.00988,10,0.723131,0.273123,2.06186,4.73608,0.302396,0.2362,0.993844
2320,7,529,471,1000,0.721471,1.01936,10,0.738221,0.283978,1.89036,4.45558,0.305197,0.243961,1.00738
2330,7,506,494,1000,0.722849,1.01157,10,0.718518,0.275952,1.97628,4.73123,0.304828,0.237611,0.998388
2340,7,495,505,1000,0.723122,1.00501,10,0.717299,0.274576,2.0202,4.84444,0.299671,0.238364,0.999512
