Time,Rep,PopSizeF,PopSizeM,PopSize,Sex,p,chi,tau,t,gamma,surviving_offspring_nr,dead_offspring_nr,Res,NrRejections,NrMatings
500,7,515,485,1000,1,0.317863,10,0.228688,20033,20033,3,1,0.870618,0,4
500,7,515,485,1000,1,0.317863,10,0.204111,20033,20033,0,2,0.933967,0,2
500,7,515,485,1000,1,0.294331,10,0.182331,20033,20033,6,0,0.594211,0,6
500,7,515,485,1000,1,0.294331,10,0.217913,20033,20033,1,1,0.917521,0,2
500,7,515,485,1000,1,0.352411,10,0.204426,20033,20033,3,1,0.790655,0,4
500,7,515,485,1000,1,0.244948,10,0.15945,20033,20033,2,0,0.809135,0,2
500,7,515,485,1000,1,0.352411,10,0.204426,20033,20033,1,0,0.80288,0,1
500,7,515,485,1000,1,0.317863,10,0.168184,20033,20033,2,1,0.615524,0,3
500,7,515,485,1000,1,0.294331,10,0.249865,20033,20033,3,2,0.608809,0,5
500,7,515,485,1000,1,0.192824,10,0.204426,20033,20033,2,2,1.24177,0,4
500,7,515,485,1000,1,0.352411,10,0.147885,20033,20033,1,0,0.854128,0,1
500,7,515,485,1000,1,0.352411,10,0.214542,20033,20033,0,3,1.09331,0,3
500,7,515,485,1000,1,0.294331,10,0.19014,20033,20033,3,2,1.18316,0,5
500,7,515,485,1000,1,0.257277,10,0.182331,20033,20033,1,0,0.665519,0,1
500,7,515,485,1000,1,0.24906,10,0.204426,20033,20033,0,1,0.916717,0,1
500,7,515,485,1000,1,0.317863,10,0.216501,20033,20033,1,2,1.28964,0,3
500,7,515,485,1000,1,0.294331,10,0.263175,20033,20033,1,1,1.17149,0,2
500,7,515,485,1000,1,0.236603,10,0.204111,20033,20033,1,1,0.536878,0,2
500,7,515,485,1000,1,0.317863,10,0.165174,20033,20033,1,0,1.15365,0,1
500,7,515,485,1000,1,0.277095,10,0.19014,20033,20033,2,0,0.801934,0,2
500,7,515,485,1000,1,0.24906,10,0.210993,20033,20033,3,1,1.34906,0,4
500,7,515,485,1000,1,0.276114,10,0.204426,20033,20033,1,4,1.43184,0,5
500,7,515,485,1000,1,0.236603,10,0.204426,20033,20033,3,2,1.41514,0,5
500,7,515,485,1000,1,0.317863,10,0.215741,20033,20033,0,1,0.751103,0,1
500,7,515,485,1000,1,0.257277,10,0.217913,20033,20033,0,1,1.00558,0,1
500,7,515,485,1000,1,0.24906,10,0.216501,20033,20033,1,1,1.17902,0,2
500,7,515,485,1000,1,0.242416,10,0.19014,20033,20033,2,2,1.12305,0,4
500,7,515,485,1000,1,0.242416,10,0.19014,20033,20033,1,2,1.45064,0,3
500,7,515,485,1000,1,0.327464,10,0.19014,20033,20033,1,2,0.730716,0,3
500,7,515,485,1000,1,0.317863,10,0.19014,20033,20033,2,1,0.704502,0,3
500,7,515,485,1000,1,0.294331,10,0.217913,20033,20033,1,1,0.94316,0,2
500,7,515,485,1000,1,0.352411,10,0.204111,20033,20033,1,0,1.37472,0,1
500,7,515,485,1000,1,0.317863,10,0.228688,20033,20033,2,3,1.17244,0,5
500,7,515,485,1000,1,0.352411,10,0.199388,20033,20033,5,1,1.16163,0,6
500,7,515,485,1000,1,0.352411,10,0.172104,20033,20033,3,2,1.27251,0,5
500,7,515,485,1000,1,0.209095,10,0.199388,20033,20033,4,1,1.35046,0,5
500,7,515,485,1000,1,0.352411,10,0.216501,20033,20033,3,1,0.679905,0,4
500,7,515,485,1000,1,0.352411,10,0.182331,20033,20033,4,1,1.36266,0,5
500,7,515,485,1000,1,0.173231,10,0.204426,20033,20033,1,0,0.628208,0,1
500,7,515,485,1000,1,0.212538,10,0.214542,20033,20033,0,1,0.736838,0,1
500,7,515,485,1000,1,0.232291,10,0.197423,20033,20033,2,2,1.1016,0,4
500,7,515,485,1000,1,0.177577,10,0.204111,20033,20033,1,0,1.27947,0,1
500,7,515,485,1000,1,0.21923,10,0.168184,20033,20033,2,1,0.527302,0,3
500,7,515,485,1000,1,0.352411,10,0.204111,20033,20033,2,0,1.28118,0,2
500,7,515,485,1000,1,0.303711,10,0.204426,20033,20033,0,1,0.580703,0,1
500,7,515,485,1000,1,0.154309,10,0.19014,20033,20033,2,1,1.41298,0,3
500,7,515,485,1000,1,0.352411,10,0.19014,20033,20033,1,1,1.08642,0,2
500,7,515,485,1000,1,0.173231,10,0.182331,20033,20033,0,0,1.34836,0,0
500,7,515,485,1000,1,0.20647,10,0.204111,20033,20033,2,2,1.41091,0,4
500,7,515,485,1000,1,0.327464,10,0.19014,20033,20033,2,3,0.658896,0,5
500,7,515,485,1000,1,0.301186,10,0.204111,20033,20033,3,1,0.972087,0,4
500,7,515,485,1000,1,0.209095,10,0.204426,20033,20033,2,2,0.869763,0,4
500,7,515,485,1000,1,0.294331,10,0.204426,20033,20033,4,3,1.41031,0,7
500,7,515,485,1000,1,0.294331,10,0.204426,20033,20033,2,3,1.05186,0,5
