Time,Rep,PopSizeF,PopSizeM,PopSize,avg_tau,avg_p,avg_chi,avg_t,avg_gamma,avg_surviving_offspring_per_mother,avg_dead_offspring_per_mother,avg_Res
0,0,500,500,1000,0,0,10,0,1.00053,3.066,1.902,0.993818
100,0,495,505,1000,0.0150867,0.00838799,10,0.014664,1.00024,3.07071,1.94949,1.01864
200,0,527,473,1000,0.0068687,-0.00758939,10,0.0064297,1.00049,3.09867,2.0019,1.00544
300,0,517,483,1000,0.00308746,-0.0555897,10,0.0032883,0.982958,3.24178,1.86074,0.991527
400,0,486,514,1000,0.00352941,-0.0588025,10,0.00363928,1.0099,3.19753,1.88477,1.0094
500,0,507,493,1000,0.00269181,-0.0663055,10,0.00278808,1.01118,3.18343,1.92505,1.00497
600,0,527,473,1000,0.00302994,-0.115743,10,0.00314778,1.02051,3.11195,1.89564,1.01825
700,0,492,508,1000,0.00228127,-0.128548,10,0.00298354,1.00414,3.15244,1.93293,0.997723
800,0,516,484,1000,0.00393317,-0.0720323,10,0.00381546,0.995813,3.09496,1.82752,0.996299
900,0,472,528,1000,0.00566654,-0.0208684,10,0.00611223,1.00607,3.15678,1.83686,1.01721
1000,0,517,483,1000,0.0117309,0.00694907,10,0.01193,0.99979,3.16634,1.83172,0.992899
1100,0,490,510,1000,0.00821843,-0.0157872,10,0.00795378,0.985019,2.99184,1.97551,0.992725
1200,0,488,512,1000,0.0170475,0.0374019,10,0.0188685,1.01705,3.08811,1.95082,1.02254
1300,0,477,523,1000,0.043968,0.0678461,10,0.0439829,0.961477,3.1782,1.92872,1.00861
1400,0,499,501,1000,0.208658,0.290345,10,0.205951,0.782841,2.85371,2.2024,0.98003
1500,0,494,506,1000,0.272643,0.352528,10,0.274289,0.735206,2.75506,2.23077,1.01156
1600,0,512,488,1000,0.355869,0.48541,10,0.352868,0.640294,2.59961,2.41992,0.993326
1700,0,527,473,1000,0.414805,0.539045,10,0.417822,0.591289,2.51613,2.42884,1.01947
1800,0,511,489,1000,0.437779,0.570009,10,0.436947,0.559062,2.39139,2.58317,0.99855
1900,0,499,501,1000,0.46048,0.609202,10,0.47204,0.552421,2.26653,2.48297,1.01838
2000,0,497,503,1000,0.491747,0.659721,10,0.477009,0.491835,2.33602,2.72233,0.977565
2100,0,502,498,1000,0.533927,0.734042,10,0.532039,0.46283,2.14741,2.77291,0.994617
2200,0,481,519,1000,0.568647,0.777973,10,0.558836,0.425395,2.04158,2.96881,0.993459
2300,0,518,482,1000,0.58913,0.842315,10,0.578951,0.402307,1.9556,3.00772,0.991972
0,1,500,500,1000,0,0,10,0,1.00219,3.154,1.822,1.01232
100,1,507,493,1000,0.00513067,-0.0081367,10,0.00555648,0.983371,3.10454,1.92702,0.997765
200,1,485,515,1000,0.00502099,-0.013789,10,0.0054866,0.989182,3.04124,1.86186,0.989208
300,1,482,518,1000,0.00682976,-0.0138629,10,0.00715314,1.00557,2.95228,1.94191,1.01644
400,1,495,505,1000,0.0206884,0.0188948,10,0.0215126,0.981946,3.01616,1.86061,0.998396
500,1,494,506,1000,0.0067176,-0.0441959,10,0.00651694,0.99503,3.10324,2.03644,0.992904
600,1,504,496,1000,0.00294762,-0.139671,10,0.00301177,1.00762,3.05357,2.01786,1.00226
700,1,492,508,1000,0.00348883,-0.1148,10,0.00353083,0.989889,3.0752,1.95528,0.987638
800,1,487,513,1000,0.00397858,-0.103873,10,0.0043789,0.994188,3.1191,1.80493,0.992119
900,1,493,507,1000,0.00246421,-0.120563,10,0.00174002,1.01104,3.17444,1.81339,1.00442
1000,1,495,505,1000,0.00306189,-0.0747401,10,0.0031905,1.00441,3.08889,1.92727,0.991964
1100,1,512,488,1000,0.00257931,-0.0644087,10,0.00253906,0.99456,3.08594,1.97266,1.00139
1200,1,493,507,1000,0.00205298,-0.0913177,10,0.00226356,0.992484,2.97769,1.93103,0.997573
1300,1,493,507,1000,0.00185504,-0.159914,10,0.00154634,0.991091,3.05882,1.85396,1.0017
1400,1,509,491,1000,0.00211199,-0.191339,10,0.0015433,0.994953,3.18861,1.92141,0.996633
1500,1,520,480,1000,0.00252938,-0.162804,10,0.00233367,0.991503,3.18269,1.83654,1.00242
1600,1,485,515,1000,0.0028078,-0.161975,10,0.00289268,0.990314,3.04742,1.83711,0.997828
1700,1,460,540,1000,0.00212699,-0.164754,10,0.00229545,0.994523,3.04783,1.9413,1.00252
1800,1,496,504,1000,0.00171443,-0.139861,10,0.00155376,0.984623,2.91532,2.0504,0.999604
1900,1,507,493,1000,0.00251733,-0.112171,10,0.00214941,0.99005,3.01183,2.0217,0.992994
2000,1,487,513,1000,0.00185409,-0.134381,10,0.0020568,0.988397,3.03491,2.08008,0.997744
2100,1,485,515,1000,0.00245713,-0.192456,10,0.00245754,1.00089,2.98557,1.99175,1.00014
2200,1,497,503,1000,0.00328846,-0.0971506,10,0.00287719,0.997602,2.97586,1.95573,0.997503
2300,1,501,499,1000,0.00537371,-0.0694498,10,0.00532906,0.995607,3.1477,2.02196,1.00181
2400,1,478,522,1000,0.00279279,-0.111293,10,0.00331777,1.01958,3.07531,1.84519,1.0024
2500,1,499,501,1000,0.00312047,-0.085496,10,0.00300548,1.00557,3.07014,1.89579,1.00265
2600,1,509,491,1000,0.00379888,-0.0423404,10,0.00361327,0.978111,3.11788,2.03929,0.985164
2700,1,488,512,1000,0.00647959,-0.0433422,10,0.00671505,1.00196,3.02049,1.8668,1.00728
2800,1,516,484,1000,0.0256083,0.0385249,10,0.0273917,0.987188,3.09302,1.87403,1.01361
2900,1,488,512,1000,0.148701,0.166922,10,0.146726,0.849768,2.7459,2.18033,0.996564
3000,1,522,478,1000,0.244045,0.329282,10,0.242104,0.748797,2.79885,2.19923,0.996385
3100,1,491,509,1000,0.309489,0.390977,10,0.317458,0.706852,2.62118,2.37067,1.00767
3200,1,487,513,1000,0.362696,0.467763,10,0.360687,0.631783,2.43532,2.43737,0.989793
3300,1,484,516,1000,0.418042,0.559736,10,0.413952,0.575793,2.42769,2.64256,0.989685
3400,1,513,487,1000,0.472903,0.640238,10,0.468566,0.520542,2.34308,2.46589,1.0004
3500,1,511,489,1000,0.508162,0.688633,10,0.509954,0.493006,2.28963,2.68493,0.990546
3600,1,468,532,1000,0.540877,0.722598,10,0.530495,0.44917,2.13675,2.83547,0.987961
3700,1,506,494,1000,0.553674,0.754649,10,0.542711,0.435705,2.14625,2.74704,0.989804
3800,1,496,475,971,0.5844,0.79802,10,0.579403,0.412683,2.0625,2.89516,1.01589
3900,1,501,485,986,0.593276,0.827237,10,0.591462,0.40549,2.06786,3.05389,1.00752
4000,1,56,51,107,0.620503,0.86142,10,0.602028,0.368131,1.92857,3.28571,0.988324
0,2,500,500,1000,0,0,10,0,0.995043,3.056,1.93,0.998056
100,2,507,493,1000,0.0181197,0.0438547,10,0.0171494,0.987111,3.20316,1.85602,0.99961
200,2,472,528,1000,0.0950142,0.140779,10,0.0971458,0.915,3,2.0572,1.00121
300,2,493,507,1000,0.168199,0.223233,10,0.166459,0.819332,2.93103,2.24341,1.0024
400,2,511,489,1000,0.21956,0.275497,10,0.222389,0.789395,2.85714,2.27397,1.00959
500,2,494,506,1000,0.276715,0.360781,10,0.275857,0.720953,2.80162,2.30567,0.998241
600,2,489,511,1000,0.379689,0.469549,10,0.377311,0.616025,2.52965,2.28834,0.996546
700,2,490,510,1000,0.475182,0.635495,10,0.470854,0.518355,2.34082,2.6551,0.98594
800,2,508,492,1000,0.541913,0.749619,10,0.539853,0.458316,2.18701,2.87598,1.00177
900,2,473,473,946,0.57898,0.754496,10,0.580712,0.420941,2.00846,3.17125,1.00749
1000,2,474,480,954,0.586433,0.789008,10,0.570244,0.401756,1.9557,2.87764,0.970231
1100,2,317,285,602,0.593867,0.779742,10,0.599399,0.410803,2.03155,3.08202,0.991412
1200,2,46,35,81,0.589946,0.766593,10,0.544677,0.375853,1.73913,3.34783,0.946867
1300,2,117,112,229,0.574817,0.719531,10,0.573864,0.423672,2.09402,3.17949,0.990533
1400,2,458,463,921,0.582221,0.747956,10,0.586394,0.41917,1.9345,2.88865,1.01639
1500,2,498,502,1000,0.585982,0.815807,10,0.577121,0.408754,2.10843,2.83333,0.998602
0,3,500,500,1000,0,0,10,0,0.998581,3.124,1.848,0.986016
100,3,505,495,1000,0.00586651,-0.000435695,10,0.00651528,1.0111,3.09703,1.82574,1.01402
200,3,546,454,1000,0.00642532,-0.00394353,10,0.00633306,0.990163,3.04396,1.89377,0.997995
300,3,512,488,1000,0.00482478,-0.0737519,10,0.00388747,1.01238,3.20312,1.91406,1.01113
400,3,522,478,1000,0.00255656,-0.0674198,10,0.00240524,0.979311,3.08812,1.99042,0.984336
500,3,496,504,1000,0.00287319,-0.10371,10,0.0024002,1.01176,2.98387,1.89315,1.01169
600,3,512,488,1000,0.0019978,-0.105523,10,0.00194163,0.990523,3.13477,2.05664,0.999485
700,3,489,511,1000,0.0020131,-0.171783,10,0.00237185,0.989609,2.92434,1.96115,0.990111
800,3,525,475,1000,0.00157567,-0.190686,10,0.00173183,0.98947,3.09333,1.87429,0.994185
900,3,494,506,1000,0.00308389,-0.181782,10,0.00361731,1.00893,2.95344,1.96761,1.0066
1000,3,506,494,1000,0.00245911,-0.176467,10,0.00281884,0.991108,3.23913,1.94466,1.00999
1100,3,502,498,1000,0.00171427,-0.145033,10,0.00157595,0.987575,3.15139,1.94024,0.98865
1200,3,524,476,1000,0.00263785,-0.152601,10,0.00249816,1.01915,3.12977,1.90267,1.0056
1300,3,501,499,1000,0.00233375,-0.150947,10,0.00251768,0.982866,3.04192,1.94212,0.987178
1400,3,509,491,1000,0.00284194,-0.150398,10,0.00175541,0.992961,2.95285,1.95088,0.997559
1500,3,525,475,1000,0.00129771,-0.148673,10,0.00145653,0.986514,3.03238,1.92,0.984391
1600,3,488,512,1000,0.00306698,-0.151327,10,0.00387751,0.986793,3.10041,1.97951,0.976621
1700,3,516,484,1000,0.00213541,-0.22063,10,0.0020013,0.997251,3.11822,1.92442,1.0026
1800,3,504,496,1000,0.00250737,-0.18463,10,0.00301456,1.02446,3.04762,1.83929,0.999322
1900,3,493,507,1000,0.00218787,-0.14629,10,0.00234399,0.981558,2.96146,2.0142,0.994402
2000,3,501,499,1000,0.0023104,-0.154243,10,0.00195878,1.00279,3.11178,1.8503,1.00047
2100,3,496,504,1000,0.00113861,-0.195092,10,0.00116165,0.987936,3.16532,1.91734,0.990914
2200,3,514,486,1000,0.00209536,-0.211422,10,0.00213269,1.00208,3.03891,1.88327,1.00314
2300,3,489,511,1000,0.00360239,-0.258384,10,0.0035942,1.01044,3.02863,1.79959,0.995111
2400,3,533,467,1000,0.00599821,-0.329676,10,0.0062671,0.996181,3.02064,1.95872,0.991195
2500,3,497,503,1000,0.00607995,-0.339072,10,0.0055764,1.00241,3.04829,1.97384,1.00755
2600,3,515,485,1000,0.00363057,-0.378375,10,0.00403192,0.989809,3.13204,2.03689,0.99389
2700,3,489,511,1000,0.00425461,-0.33837,10,0.00498091,1.00772,3.11247,1.86503,0.997317
2800,3,508,492,1000,0.00437927,-0.33992,10,0.00425638,1.004,3.12205,1.94094,1.00663
2900,3,517,483,1000,0.00542618,-0.344487,10,0.0059026,0.985497,3.19923,1.7911,0.992581
3000,3,544,456,1000,0.00706861,-0.371597,10,0.00626488,1.02166,3.13419,1.81985,1.00753
3100,3,493,507,1000,0.00610073,-0.377892,10,0.00661642,0.982639,3.01014,1.93915,0.996169
3200,3,515,485,1000,0.00512044,-0.321479,10,0.00497502,1.00038,3.27961,1.91262,0.993198
3300,3,484,516,1000,0.00258693,-0.241023,10,0.00236464,1.00657,3.15289,1.85537,0.998575
3400,3,511,489,1000,0.00313447,-0.272978,10,0.00343653,1.00474,3.17417,1.97652,1.00758
3500,3,513,487,1000,0.00380378,-0.267152,10,0.00399381,1.00823,3.01949,1.91033,1.0021
3600,3,493,507,1000,0.00335199,-0.29904,10,0.00316861,1.01629,3.12576,1.86815,1.00412
3700,3,487,513,1000,0.00823749,-0.383528,10,0.00811376,0.988503,3.0308,1.90349,1.0089
3800,3,514,486,1000,0.00765911,-0.423825,10,0.00721527,0.994587,3.02724,2,1.00467
3900,3,515,485,1000,0.00516817,-0.35859,10,0.00571425,1.00442,3.13592,1.9068,1.0043
4000,3,500,500,1000,0.00473441,-0.333689,10,0.00507848,0.994206,3.03,2.018,1.00577
4100,3,487,513,1000,0.00277937,-0.263595,10,0.00233122,0.992103,3.10062,1.90554,0.992662
4200,3,485,515,1000,0.0030334,-0.294056,10,0.00325664,0.999983,3.09691,1.89485,1.00227
4300,3,493,507,1000,0.00157405,-0.278991,10,0.00135076,1.00445,3.05274,1.87018,1.00615
4400,3,491,509,1000,0.00297528,-0.26216,10,0.00351833,0.982285,3.04684,2.01833,0.983865
4500,3,523,477,1000,0.00500935,-0.239097,10,0.00545996,1.00216,3.02486,1.94837,1.00424
4600,3,502,498,1000,0.00492213,-0.317985,10,0.00521249,1.0051,2.99801,1.85259,1.01102
4700,3,473,527,1000,0.00940808,-0.361797,10,0.00893574,0.999832,3.32981,1.94503,1.00862
4800,3,511,489,1000,0.0141357,-0.419581,10,0.0149371,0.979668,3.13503,1.89041,0.994235
4900,3,501,499,1000,0.0132045,-0.407071,10,0.0135097,0.98946,3.02395,1.99202,1.00205
5000,3,497,503,1000,0.00726535,-0.447267,10,0.00822151,0.995301,3.11871,2.07243,0.988952
5100,3,497,503,1000,0.0160198,-0.489883,10,0.0159013,0.991314,3.00402,1.95775,0.996719
5200,3,510,490,1000,0.0214108,-0.45294,10,0.0202496,0.971082,2.97255,2.00196,1.01031
5300,3,521,479,1000,0.0157057,-0.409774,10,0.0160732,1.01119,3.04415,1.92898,1.01437
5400,3,496,504,1000,0.0111933,-0.417349,10,0.0114993,0.990535,2.93952,1.95766,1.00415
5500,3,498,502,1000,0.0103428,-0.377917,10,0.0107971,0.979802,2.82129,1.85141,0.990942
5600,3,520,480,1000,0.0141471,-0.428395,10,0.014883,0.980295,3.12308,1.98077,0.991896
5700,3,515,485,1000,0.012445,-0.509362,10,0.0137474,0.981432,3.11068,2.00777,0.995148
5800,3,462,538,1000,0.0136526,-0.589831,10,0.0132198,0.974245,2.99351,1.9026,0.985217
5900,3,483,517,1000,0.0204416,-0.493398,10,0.0186582,0.995201,2.9648,2.0352,0.993179
6000,3,492,508,1000,0.0155061,-0.57773,10,0.0149605,0.99012,3.26829,1.89837,0.999814
6100,3,490,510,1000,0.0223252,-0.3869,10,0.0212803,0.987808,3.10816,1.89592,1.01437
6200,3,496,504,1000,0.0125507,-0.480838,10,0.0119397,0.983791,2.95968,1.89919,0.998584
6300,3,484,516,1000,0.0111927,-0.403302,10,0.0102838,0.982427,3.09504,1.90083,0.995264
6400,3,484,516,1000,0.016345,-0.38396,10,0.0167884,0.968533,3.16942,1.84091,0.993143
6500,3,525,475,1000,0.0109574,-0.381013,10,0.0101607,0.997353,2.97714,1.95048,1.00413
6600,3,481,519,1000,0.0145526,-0.414446,10,0.0142001,0.985683,3.07277,1.95218,1.00027
6700,3,506,494,1000,0.0162544,-0.396889,10,0.016766,0.993942,3.00395,1.87549,1.01394
6800,3,509,491,1000,0.0146165,-0.455842,10,0.0152154,0.975563,3.09823,2.02554,0.991586
6900,3,498,502,1000,0.00720865,-0.404541,10,0.00705268,0.99255,3.08233,1.92771,1.00532
7000,3,486,514,1000,0.00665338,-0.385353,10,0.00659205,0.98411,2.91152,2.02469,1.00011
7100,3,506,494,1000,0.00370879,-0.313471,10,0.00372041,0.987293,3.14427,1.85178,0.997851
7200,3,487,513,1000,0.00623396,-0.343975,10,0.00644898,1.00903,3.1807,1.93018,0.994353
7300,3,466,534,1000,0.00456475,-0.253114,10,0.00509213,0.989129,3.05365,1.99785,1.0032
7400,3,475,525,1000,0.00582226,-0.173379,10,0.00521179,0.980056,2.93684,1.87158,0.987316
7500,3,499,501,1000,0.00516702,-0.126337,10,0.00571593,1.00827,3.04208,1.85371,1.00442
7600,3,517,483,1000,0.00383588,-0.190363,10,0.00347109,1.00515,3.23598,1.97292,0.998711
7700,3,475,525,1000,0.00548807,-0.112965,10,0.0058189,1.00382,2.98737,2.07158,0.998152
7800,3,484,516,1000,0.00700935,-0.171715,10,0.00701667,0.961838,2.91116,1.92149,0.9761
7900,3,504,496,1000,0.00463552,-0.179274,10,0.0050553,0.993489,3.19444,2.05754,1.00847
8000,3,482,518,1000,0.00573526,-0.185208,10,0.00603734,0.999843,3.07261,2.04357,1.00949
8100,3,510,490,1000,0.00383923,-0.185182,10,0.00410656,0.977424,2.90392,2.02157,0.99112
8200,3,528,472,1000,0.00178013,-0.158979,10,0.00185158,1.00802,3.06818,1.92045,1.022
8300,3,493,507,1000,0.00243744,-0.16259,10,0.00294105,0.991338,3.0568,1.98377,0.990058
8400,3,491,509,1000,0.00221236,-0.153258,10,0.00230423,1.00939,3.17515,1.9165,1.01277
8500,3,453,547,1000,0.00193624,-0.153626,10,0.00185559,1.01056,3.15673,1.93598,1.00801
8600,3,531,469,1000,0.0022707,-0.15217,10,0.00211315,1.00749,3.03955,1.95857,0.999018
8700,3,485,515,1000,0.00250091,-0.139459,10,0.0022357,1.00522,3.16907,1.95258,1.00901
8800,3,507,493,1000,0.00322906,-0.127637,10,0.003147,0.983749,3.02959,2.02761,0.985258
8900,3,528,472,1000,0.00246836,-0.162121,10,0.00293918,0.999186,3.26705,1.91288,1.00002
9000,3,501,499,1000,0.00272172,-0.154596,10,0.00273792,1.00987,3.07585,1.98004,1.00402
9100,3,489,511,1000,0.00375044,-0.214791,10,0.00364084,0.997773,3.03067,1.94683,1.00928
9200,3,502,498,1000,0.00549296,-0.299602,10,0.00537413,1.00831,3.02988,1.91833,1.01722
9300,3,497,503,1000,0.00448695,-0.308312,10,0.00425514,1.02864,3.09658,1.87324,1.00683
9400,3,509,491,1000,0.00689048,-0.305115,10,0.0073667,0.971532,2.9332,1.91356,0.987218
9500,3,508,492,1000,0.00454249,-0.304641,10,0.0049705,1.00168,3.06496,1.84646,1.00485
9600,3,512,488,1000,0.00635618,-0.315275,10,0.00493468,1.00304,3.17578,1.88281,1.0135
9700,3,489,511,1000,0.00658092,-0.307556,10,0.0053323,0.981317,2.96319,2.06135,0.9943
9800,3,486,514,1000,0.00483591,-0.288427,10,0.00512406,1.00063,3.21399,1.88272,0.999864
9900,3,497,503,1000,0.00368421,-0.224083,10,0.0039753,1.02196,3.08451,1.91952,1.01103
10000,3,537,463,1000,0.00307569,-0.158122,10,0.00315784,0.991548,2.95903,1.91248,0.998767
10100,3,499,501,1000,0.0022325,-0.222611,10,0.00244389,0.989813,3.1022,1.93988,0.997161
10200,3,483,517,1000,0.00375458,-0.244839,10,0.00381903,1.0012,2.98758,1.95859,1.01852
10300,3,498,502,1000,0.00308377,-0.232625,10,0.00313977,1.00446,3.16265,1.96185,1.01723
10400,3,526,474,1000,0.00320844,-0.230327,10,0.00345816,1.01264,3.02471,1.9962,0.990834
10500,3,508,492,1000,0.0028941,-0.256602,10,0.00299848,0.996717,3.1122,1.91732,0.992955
10600,3,500,500,1000,0.00444825,-0.295279,10,0.00482159,1.00984,3.306,1.884,1.00535
10700,3,495,505,1000,0.0049448,-0.294032,10,0.00500088,1.00818,3.11111,1.96162,1.00388
10800,3,513,487,1000,0.00581526,-0.309871,10,0.00662344,0.986185,3.20663,1.89864,0.993875
10900,3,499,501,1000,0.00532651,-0.262368,10,0.00572426,1.00443,3.11022,2,1.00075
11000,3,520,480,1000,0.00587513,-0.286064,10,0.00560063,0.97924,3,1.94808,1.00018
11100,3,489,511,1000,0.00256018,-0.313986,10,0.00174916,1.00122,3,1.96524,1.0079
11200,3,515,485,1000,0.00336655,-0.327173,10,0.00314355,1.00247,3.1301,1.9165,1.00158
11300,3,477,523,1000,0.00494092,-0.343343,10,0.0046426,0.983087,3.04403,2.03145,0.997546
11400,3,514,486,1000,0.00303638,-0.292898,10,0.00333469,1.00056,3.09144,1.93385,1.00304
11500,3,511,489,1000,0.00380776,-0.245688,10,0.0031568,1.00002,2.96282,1.74168,1.01178
11600,3,503,497,1000,0.0024751,-0.226001,10,0.00194788,0.983967,2.98807,1.99404,0.983543
11700,3,514,486,1000,0.00186896,-0.236107,10,0.0020431,1.01128,3.06615,1.91051,1.0084
11800,3,509,491,1000,0.00354007,-0.261632,10,0.00334103,0.971463,2.90373,1.94499,0.982566
11900,3,499,501,1000,0.00273516,-0.339108,10,0.00299321,1.01159,3.31062,1.81964,1.01083
12000,3,515,485,1000,0.00430278,-0.322308,10,0.00381661,1.00573,2.98641,2.0233,1.00514
12100,3,516,484,1000,0.00268632,-0.266895,10,0.00314842,0.998293,2.92054,2.11434,1.00052
12200,3,501,499,1000,0.0087439,-0.334127,10,0.00988449,0.999467,3.01996,1.97804,1.00733
12300,3,519,481,1000,0.00660679,-0.361013,10,0.0066006,1.01221,3.19075,1.89595,1.01888
12400,3,537,463,1000,0.00574301,-0.356042,10,0.00549231,0.984145,3.01676,2.00372,0.989218
12500,3,499,501,1000,0.00441728,-0.314058,10,0.00453601,0.987162,3.07014,1.96192,0.990117
12600,3,471,529,1000,0.00464148,-0.281858,10,0.00467349,0.990087,3.10191,1.89384,0.996041
12700,3,498,502,1000,0.00285282,-0.22526,10,0.00277475,1.00501,3,1.98594,0.994267
12800,3,497,503,1000,0.00196032,-0.168459,10,0.0022106,1.009,3.13481,1.91751,1.01549
12900,3,481,519,1000,0.00310894,-0.189874,10,0.00316347,0.983353,2.98129,1.97297,1.00179
13000,3,511,489,1000,0.00346884,-0.126253,10,0.00397621,1.02568,3.05284,1.84736,1.01047
13100,3,479,521,1000,0.00314506,-0.118761,10,0.00262034,0.971445,2.95407,2.03549,0.984398
13200,3,507,493,1000,0.00237249,-0.0949863,10,0.00158568,0.990353,3.11045,1.98619,1.00419
13300,3,496,504,1000,0.00353862,-0.0729565,10,0.00382291,1.00288,3.02016,1.79032,1.00372
13400,3,459,541,1000,0.00358241,-0.106225,10,0.00323952,0.985366,3.15468,1.93682,0.99614
13500,3,497,503,1000,0.00255735,-0.135349,10,0.00301949,1.01431,3.18109,1.84105,1.02002
13600,3,487,513,1000,0.00320939,-0.180278,10,0.0032397,1.00203,3.10062,1.95072,1.00944
13700,3,475,525,1000,0.0022006,-0.170297,10,0.00240353,0.990974,3.19579,1.86947,0.993305
13800,3,492,508,1000,0.00374403,-0.190069,10,0.00341357,1.01237,3.25203,1.86382,1.02239
13900,3,506,494,1000,0.0028617,-0.223186,10,0.00323922,1.00047,3.19368,2.03557,0.992596
14000,3,464,536,1000,0.00407217,-0.241582,10,0.00384088,0.994818,3.03664,1.97414,0.998118
14100,3,466,534,1000,0.00273561,-0.198169,10,0.00250557,1.0052,2.99142,2.03004,0.998276
14200,3,509,491,1000,0.00427597,-0.202178,10,0.00435978,1.00328,3.05697,1.98232,0.995511
14300,3,494,506,1000,0.00368412,-0.148012,10,0.00394734,1.00001,3.083,1.92308,1.00071
14400,3,506,494,1000,0.00385076,-0.124402,10,0.00357849,1.03306,3.06324,1.85178,1.021
14500,3,495,505,1000,0.00258806,-0.136468,10,0.00202533,1.01432,2.94545,1.86061,1.00546
14600,3,508,492,1000,0.00317846,-0.183233,10,0.00313471,1.00073,3.20669,1.91142,1.00898
14700,3,492,508,1000,0.00585166,-0.226489,10,0.00516224,0.981437,3.06707,1.95528,0.991833
14800,3,522,478,1000,0.00974244,-0.290425,10,0.00988187,0.983269,2.95594,2.00958,0.995812
14900,3,504,496,1000,0.00928214,-0.222323,10,0.00846435,0.989537,3.09127,1.8373,1.00959
15000,3,543,457,1000,0.00814423,-0.149441,10,0.00846272,0.989298,3.10129,1.93002,0.992326
15100,3,491,509,1000,0.023201,-0.212188,10,0.021982,0.950168,2.99185,1.9776,0.985473
15200,3,516,484,1000,0.106885,0.0344888,10,0.107472,0.891539,2.81783,2.1124,0.999736
15300,3,488,512,1000,0.15374,0.208753,10,0.156122,0.853708,2.92213,2.10451,0.991496
15400,3,486,514,1000,0.267648,0.358645,10,0.26879,0.73484,2.75514,2.29218,1.00664
15500,3,493,507,1000,0.31295,0.431864,10,0.307823,0.67518,2.75456,2.3144,0.994658
15600,3,512,488,1000,0.395329,0.497918,10,0.389867,0.595518,2.44141,2.45508,0.990307
15700,3,494,506,1000,0.451321,0.608587,10,0.444472,0.537564,2.33603,2.6498,0.98281
15800,3,487,513,1000,0.491378,0.651694,10,0.490605,0.508731,2.36961,2.6037,1.00901
15900,3,473,527,1000,0.513688,0.703236,10,0.514666,0.485172,2.43552,2.78436,1.00885
16000,3,483,517,1000,0.55225,0.745423,10,0.565066,0.457889,2.22774,2.74948,1.00482
16100,3,529,458,987,0.57664,0.788786,10,0.564007,0.414793,2.03781,2.79206,0.993577
16200,3,46,51,97,0.618101,0.859598,10,0.611663,0.375838,2.21739,2.86957,1.03854
0,4,500,500,1000,0,0,10,0,1.00815,3.024,1.862,1.0002
100,4,496,504,1000,0.0145461,0.0170927,10,0.0140341,0.993389,3.09879,1.84476,1.00657
200,4,511,489,1000,0.010553,-0.0140396,10,0.0119354,1.00191,3.13112,1.94129,1.00404
300,4,481,519,1000,0.00461009,-0.0194696,10,0.00368644,0.98775,3.12682,1.96466,0.996177
400,4,482,518,1000,0.00671756,-0.0208751,10,0.00571806,0.997507,3.10996,1.98755,0.998122
500,4,506,494,1000,0.0352271,0.0533727,10,0.0358011,0.992052,2.99012,1.8498,1.02186
600,4,499,501,1000,0.0690088,0.05077,10,0.0684251,0.930194,2.81764,2.17034,0.997516
700,4,478,522,1000,0.0765032,0.125565,10,0.0740304,0.92138,2.96653,1.97699,0.999499
800,4,502,498,1000,0.128919,0.167838,10,0.131742,0.870299,2.92032,2.09163,1.00269
900,4,482,518,1000,0.166553,0.232804,10,0.16651,0.833271,2.89419,2.08299,1.00341
1000,4,517,483,1000,0.265799,0.356886,10,0.266389,0.738858,2.63443,2.30368,0.997229
1100,4,486,514,1000,0.374297,0.500339,10,0.374629,0.623968,2.62963,2.41975,1.0023
1200,4,502,498,1000,0.436699,0.552491,10,0.430948,0.556625,2.4761,2.49004,0.998233
1300,4,499,501,1000,0.451966,0.62674,10,0.450173,0.546258,2.61122,2.51703,0.999767
1400,4,518,482,1000,0.52979,0.722049,10,0.532757,0.472674,2.19112,2.79344,0.997615
1500,4,514,486,1000,0.551616,0.741253,10,0.553269,0.451129,2.29377,2.96109,0.993026
1600,4,489,462,951,0.573184,0.760246,10,0.575763,0.43103,2.0818,2.97751,1.00146
1700,4,239,245,484,0.602855,0.791393,10,0.602357,0.392536,1.91632,3.03347,0.979651
1800,4,408,414,822,0.610503,0.810611,10,0.613197,0.391898,1.86029,3.28186,0.994963
0,5,500,500,1000,0,0,10,0,1.01559,3.268,2.054,1.00434
100,5,514,486,1000,0.0164587,0.019058,10,0.0161471,0.984606,3.09339,1.92802,0.995656
200,5,478,522,1000,0.114773,0.159108,10,0.113497,0.89394,3.00628,1.99372,1
300,5,494,506,1000,0.230466,0.293808,10,0.239118,0.780394,2.89676,2.18016,1.01987
400,5,504,496,1000,0.289574,0.390329,10,0.287175,0.703797,2.8373,2.38294,0.980108
500,5,498,502,1000,0.369289,0.490601,10,0.385918,0.655992,2.48193,2.35542,1.01572
600,5,510,490,1000,0.440164,0.579116,10,0.451598,0.571249,2.52157,2.39804,1.01741
700,5,513,487,1000,0.465542,0.610266,10,0.475004,0.545127,2.39181,2.55166,1.00385
800,5,506,494,1000,0.480227,0.64202,10,0.478397,0.518936,2.36166,2.6502,0.99843
900,5,502,498,1000,0.522852,0.724954,10,0.519646,0.478128,2.29482,2.80478,0.996054
1000,5,537,463,1000,0.560303,0.769244,10,0.556489,0.43876,2.1378,2.8473,0.990478
