Time,Rep,PopSizeF,PopSizeM,PopSize,Sex,p,chi,tau,t,gamma,surviving_offspring_nr,dead_offspring_nr,Res,NrRejections,NrMatings
10000,13,484,516,1000,1,-0.0581083,10,0.0392934,20033,20033,6,0,0.955787,0,6
10000,13,484,516,1000,1,0.0202631,10,0.12238,20033,20033,1,2,1.00963,0,3
10000,13,484,516,1000,1,0.103423,10,0.0875451,20033,20033,1,0,1.00569,0,1
10000,13,484,516,1000,1,0.136186,10,0.0604516,20033,20033,2,1,0.95891,0,3
10000,13,484,516,1000,1,0.136186,10,0.0875451,20033,20033,0,1,0.97524,0,1
10000,13,484,516,1000,1,0.136186,10,0.0191092,20033,20033,2,2,1.00712,0,4
10000,13,484,516,1000,1,-0.0662748,10,0.0604516,20033,20033,2,1,0.960671,0,3
10000,13,484,516,1000,1,0.106293,10,0.0480113,20033,20033,3,0,0.953188,0,3
10000,13,484,516,1000,1,0.2293,10,0.0908907,20033,20033,1,0,0.984692,0,1
10000,13,484,516,1000,1,0.000696136,10,0.12238,20033,20033,1,3,0.998551,0,4
10000,13,484,516,1000,1,0.0287021,10,0.00201396,20033,20033,4,1,0.963782,0,5
10000,13,484,516,1000,1,0.0297692,10,0.0392934,20033,20033,7,1,1.03241,0,8
10000,13,484,516,1000,1,-0.0927346,10,0.000158692,20033,20033,2,2,0.984257,0,4
10000,13,484,516,1000,1,0.0940655,10,0.0628829,20033,20033,2,2,0.96651,0,4
10000,13,484,516,1000,1,0.00636154,10,0.0453272,20033,20033,3,2,0.992171,0,5
10000,13,484,516,1000,1,0.0956418,10,0.00823353,20033,20033,3,2,1.02069,0,5
10000,13,484,516,1000,1,0.0956418,10,0.000158692,20033,20033,1,3,0.967296,0,4
10000,13,484,516,1000,1,0.0492728,10,0.0908907,20033,20033,3,2,1.00641,0,5
10000,13,484,516,1000,1,0.0287021,10,0.0908907,20033,20033,3,3,0.950767,0,6
10000,13,484,516,1000,1,-0.0581083,10,0.00251255,20033,20033,2,1,0.995623,0,3
10000,13,484,516,1000,1,-0.0581083,10,0.000158692,20033,20033,2,0,1.03116,0,2
10000,13,484,516,1000,1,0.0956418,10,0.0191092,20033,20033,0,1,1.03303,0,1
10000,13,484,516,1000,1,-0.00329631,10,0.000158692,20033,20033,3,2,1.00743,0,5
10000,13,484,516,1000,1,0.0416124,10,0.0169897,20033,20033,2,0,1.01862,0,2
10000,13,484,516,1000,1,0.0693528,10,0.0572636,20033,20033,2,2,0.979378,0,4
10000,13,484,516,1000,1,0.0956418,10,0.0392934,20033,20033,5,0,0.971664,0,5
10000,13,484,516,1000,1,0.0956418,10,0.0068991,20033,20033,2,3,1.04568,0,5
10000,13,484,516,1000,1,0.122349,10,0.0908907,20033,20033,1,1,1.01614,0,2
10000,13,484,516,1000,1,-0.134088,10,0.000158692,20033,20033,2,1,1.04634,0,3
10000,13,484,516,1000,1,0.0492728,10,0.0604516,20033,20033,4,1,1.0013,0,5
10000,13,484,516,1000,1,-0.00329631,10,0.095927,20033,20033,2,2,1.01597,0,4
10000,13,484,516,1000,1,0.0956418,10,0.0392934,20033,20033,3,1,1.01079,0,4
10000,13,484,516,1000,1,-0.134088,10,0.105109,20033,20033,0,1,1.03005,0,1
10000,13,484,516,1000,1,0.136186,10,0.167136,20033,20033,1,3,1.0317,0,4
10000,13,484,516,1000,1,0.0492728,10,0.000158692,20033,20033,0,0,1.03956,0,0
10000,13,484,516,1000,1,-0.0662748,10,0.11135,20033,20033,5,1,1.01771,0,6
10000,13,484,516,1000,1,0.136186,10,0.0750813,20033,20033,3,1,0.96923,0,4
10000,13,484,516,1000,1,-0.0581083,10,0.0854481,20033,20033,3,1,1.00673,0,4
10000,13,484,516,1000,1,-0.134088,10,0.0398704,20033,20033,2,1,1.03389,0,3
10000,13,484,516,1000,1,-0.134088,10,0.095927,20033,20033,1,3,0.961642,0,4
10000,13,484,516,1000,1,0.0647588,10,0.0908907,20033,20033,1,0,1.00247,0,1
10000,13,484,516,1000,1,0.136186,10,0.000158692,20033,20033,3,3,0.980101,0,6
10000,13,484,516,1000,1,0.136186,10,0.0991574,20033,20033,1,0,0.997523,0,1
10000,13,484,516,1000,1,-0.00329631,10,0.0604516,20033,20033,1,2,0.973865,0,3
10000,13,484,516,1000,1,0.0139926,10,0.0409498,20033,20033,3,1,1.02633,0,4
10000,13,484,516,1000,1,0.122349,10,0.000158692,20033,20033,2,1,0.961405,0,3
10000,13,484,516,1000,1,0.136186,10,0.0991574,20033,20033,1,0,0.953465,0,1
10000,13,484,516,1000,1,-0.0581083,10,0.0265318,20033,20033,2,0,1.04343,0,2
10000,13,484,516,1000,1,0.122349,10,0.0604516,20033,20033,2,3,0.990493,0,5
10000,13,484,516,1000,1,-0.00815824,10,0.0604516,20033,20033,1,1,0.973204,0,2
10000,13,484,516,1000,1,0.0287021,10,0.0750813,20033,20033,1,0,1.01868,0,1
10000,13,484,516,1000,1,0.146952,10,0.0908907,20033,20033,1,1,0.99873,0,2
10000,13,484,516,1000,1,0.108095,10,0.0854481,20033,20033,2,1,0.95895,0,3
10000,13,484,516,1000,1,0.237625,10,0.0908907,20033,20033,3,1,1.01066,0,4
10000,13,484,516,1000,1,0.263569,10,0.000158692,20033,20033,3,0,1.01998,0,3
10000,13,484,516,1000,1,0.108095,10,0.0854481,20033,20033,0,1,0.969584,0,1
10000,13,484,516,1000,1,0.122349,10,0.0908907,20033,20033,3,3,1.04018,0,6
10000,13,484,516,1000,1,-0.0581083,10,0.00642006,20033,20033,1,2,1.01376,0,3
10000,13,484,516,1000,1,-0.00329631,10,0.000158692,20033,20033,2,2,0.958938,0,4
10000,13,484,516,1000,1,0.292916,10,0.0265318,20033,20033,0,2,0.955913,0,2
10000,13,484,516,1000,1,0.122349,10,0.0338784,20033,20033,2,1,1.0321,0,3
