Time,Rep,PopSizeF,PopSizeM,PopSize,avg_tau,avg_p,avg_chi,avg_t,avg_gamma,avg_surviving_offspring_per_mother,avg_dead_offspring_per_mother,avg_Res
10,23,510,490,1000,0.00449194,0.00127708,10,0.00495133,0.989653,1.96078,0.480392,1.00678
20,23,507,493,1000,0.0054992,0.00496757,10,0.00555301,0.991473,1.97239,0.453649,0.991564
30,23,495,505,1000,0.00552362,0.00272606,10,0.00628949,0.992123,2.0202,0.476768,1.00908
40,23,499,501,1000,0.00707983,0.00402674,10,0.0065498,1.01065,2.00401,0.422846,1.01161
50,23,486,514,1000,0.00696312,0.00457428,10,0.00623635,0.972465,2.05761,0.497942,0.98715
60,23,512,488,1000,0.00460701,0.00233023,10,0.00497531,1.01101,1.95312,0.441406,1.00632
70,23,498,502,1000,0.00561778,0.00199009,10,0.00570216,1.01768,2.00803,0.423695,1.00626
80,23,520,480,1000,0.00547513,0.00358855,10,0.00604554,1.00201,1.92308,0.426923,1.00148
90,23,519,481,1000,0.0075955,-4.34898e-06,10,0.00740787,0.997563,1.92678,0.454721,1.00583
100,23,511,489,1000,0.00785896,0.00455294,10,0.00766086,1.00516,1.95695,0.489237,0.997202
110,23,498,502,1000,0.00763163,0.00923836,10,0.00751463,0.993003,2.00803,0.516064,1.00637
120,23,501,499,1000,0.00809377,0.011386,10,0.00711683,0.967992,1.99601,0.540918,0.986306
130,23,473,527,1000,0.00909108,0.0106605,10,0.00878256,0.97469,2.11416,0.496829,1.00005
140,23,526,474,1000,0.0133027,0.0173993,10,0.013933,0.996876,1.90114,0.418251,1.01446
150,23,497,503,1000,0.0138689,0.0227555,10,0.0134278,0.962277,2.01207,0.478873,0.997865
160,23,511,489,1000,0.0109637,0.0157199,10,0.00986058,0.98256,1.95695,0.444227,1.01018
170,23,511,489,1000,0.0179452,0.0242052,10,0.0168161,0.980261,1.95695,0.454012,1.00022
180,23,510,490,1000,0.0164921,0.0318297,10,0.0164407,1.00284,1.96078,0.488235,1.00956
190,23,468,532,1000,0.0208046,0.0404847,10,0.0207408,0.980866,2.13675,0.514957,1.00772
200,23,514,486,1000,0.0234836,0.0338828,10,0.0229772,0.977057,1.94553,0.464981,1.00178
210,23,490,510,1000,0.0235441,0.0381679,10,0.0233972,0.983828,2.04082,0.518367,0.997953
220,23,526,474,1000,0.0287253,0.0353086,10,0.0267691,0.960274,1.90114,0.437262,0.990954
230,23,518,482,1000,0.0268702,0.0189923,10,0.0255319,0.982157,1.9305,0.513514,1.00586
240,23,498,502,1000,0.0249404,0.0150973,10,0.0238057,0.963986,2.00803,0.5,0.999886
250,23,513,487,1000,0.0233907,0.0225891,10,0.0224992,1.00039,1.94932,0.479532,1.01274
260,23,500,500,1000,0.0232152,0.0232251,10,0.0233984,0.981729,2,0.498,1.01158
270,23,470,530,1000,0.0233952,0.0287717,10,0.0239145,0.96225,2.12766,0.610638,0.993617
280,23,493,507,1000,0.0204673,0.034002,10,0.0202811,0.997147,2.0284,0.501014,0.994723
290,23,502,498,1000,0.0227215,0.0475298,10,0.0224584,0.990152,1.99203,0.438247,1.01562
300,23,508,492,1000,0.0298785,0.0634567,10,0.0286023,0.989957,1.9685,0.427165,1.0085
310,23,538,462,1000,0.0347033,0.0628082,10,0.034518,0.966202,1.85874,0.48513,0.998062
320,23,483,517,1000,0.0360068,0.0479059,10,0.0361481,0.966367,2.07039,0.494824,1.00587
330,23,498,502,1000,0.0386118,0.0700957,10,0.0378334,0.934431,2.00803,0.46988,0.986864
340,23,505,495,1000,0.0438472,0.0699951,10,0.0431498,0.940037,1.9802,0.6,1.00444
350,23,538,462,1000,0.0618401,0.0901719,10,0.0594989,0.922762,1.85874,0.516729,0.999492
360,23,534,466,1000,0.0764447,0.0966698,10,0.0750517,0.947573,1.87266,0.441948,1.00955
370,23,471,529,1000,0.0885237,0.0932552,10,0.0890794,0.920851,2.12314,0.47983,1.0036
380,23,497,503,1000,0.0916142,0.0888831,10,0.0954374,0.906583,2.01207,0.501006,1.00864
390,23,483,517,1000,0.0894688,0.093137,10,0.0884309,0.917366,2.07039,0.581781,0.999586
400,23,519,481,1000,0.0783645,0.0946655,10,0.076939,0.912912,1.92678,0.473988,1.00502
410,23,497,503,1000,0.0780774,0.106045,10,0.0817022,0.923242,2.01207,0.501006,0.996762
420,23,501,499,1000,0.0866401,0.10228,10,0.0877316,0.931237,1.99601,0.508982,1.0099
430,23,490,510,1000,0.0904828,0.110546,10,0.0881289,0.90067,2.04082,0.47551,0.990729
440,23,505,495,1000,0.0974793,0.118097,10,0.0987386,0.922009,1.9802,0.49703,1.0108
450,23,489,511,1000,0.102265,0.120516,10,0.105753,0.905313,2.04499,0.531697,1.00516
460,23,491,509,1000,0.114841,0.133517,10,0.113209,0.874933,2.03666,0.494908,0.984997
470,23,499,501,1000,0.125254,0.161489,10,0.12547,0.865557,2.00401,0.631263,0.989557
480,23,492,508,1000,0.148543,0.190727,10,0.148082,0.851812,2.03252,0.558943,1.00872
490,23,499,501,1000,0.17774,0.207633,10,0.174098,0.81813,2.00401,0.531062,0.997679
500,23,509,491,1000,0.1958,0.206937,10,0.201838,0.816231,1.96464,0.601179,1.01174
510,23,494,506,1000,0.211047,0.241602,10,0.213391,0.791518,2.02429,0.623482,0.999048
520,23,502,498,1000,0.232932,0.273046,10,0.23989,0.783198,1.99203,0.633466,1.01286
530,23,500,500,1000,0.246929,0.301646,10,0.249458,0.768944,2,0.606,1.00903
540,23,485,515,1000,0.255537,0.3184,10,0.251057,0.739454,2.06186,0.616495,0.99252
550,23,489,511,1000,0.266083,0.329871,10,0.262813,0.723696,2.04499,0.640082,0.982046
560,23,480,520,1000,0.275136,0.339641,10,0.275437,0.72426,2.08333,0.58125,0.9978
570,23,527,473,1000,0.276232,0.341167,10,0.274289,0.724226,1.89753,0.510436,0.994182
580,23,508,492,1000,0.278872,0.343172,10,0.282692,0.72828,1.9685,0.543307,1.0035
590,23,499,501,1000,0.285187,0.343425,10,0.286202,0.716739,2.00401,0.641283,1.00513
600,23,489,511,1000,0.283876,0.353765,10,0.278219,0.705575,2.04499,0.621677,0.998071
610,23,495,505,1000,0.298427,0.356903,10,0.296237,0.697381,2.0202,0.652525,1.00175
620,23,499,501,1000,0.306665,0.364073,10,0.300691,0.678503,2.00401,0.713427,0.985993
630,23,507,493,1000,0.31161,0.365022,10,0.312906,0.69065,1.97239,0.542406,0.996766
640,23,498,502,1000,0.316411,0.366043,10,0.320125,0.692679,2.00803,0.670683,1.01396
650,23,494,506,1000,0.322186,0.38519,10,0.32625,0.684868,2.02429,0.659919,1.00996
660,23,499,501,1000,0.331036,0.40042,10,0.329549,0.665514,2.00401,0.733467,0.995754
670,23,499,501,1000,0.338874,0.417234,10,0.339397,0.661686,2.00401,0.677355,0.996891
680,23,474,526,1000,0.3425,0.416263,10,0.339046,0.653205,2.1097,0.738397,0.99522
690,23,508,492,1000,0.34617,0.432839,10,0.34173,0.645907,1.9685,0.663386,1.00322
700,23,527,473,1000,0.352736,0.434113,10,0.35285,0.646962,1.89753,0.58444,1.00993
710,23,501,499,1000,0.359092,0.451443,10,0.363198,0.648636,1.99601,0.708583,1.00642
720,23,514,486,1000,0.366638,0.461952,10,0.374934,0.647715,1.94553,0.607004,1.01134
730,23,515,485,1000,0.389083,0.4882,10,0.392498,0.618831,1.94175,0.666019,1.01007
740,23,509,491,1000,0.402626,0.513438,10,0.402292,0.595054,1.96464,0.719057,1.00634
750,23,499,501,1000,0.411774,0.533034,10,0.412594,0.585961,2.00401,0.647295,0.997115
760,23,485,515,1000,0.429195,0.548442,10,0.424271,0.56244,2.06186,0.719588,0.992268
770,23,501,499,1000,0.439011,0.557768,10,0.437835,0.562854,1.99601,0.61477,0.993781
780,23,510,490,1000,0.454325,0.564186,10,0.453617,0.545626,1.96078,0.715686,1.00844
790,23,514,486,1000,0.465565,0.590248,10,0.461841,0.528098,1.94553,0.717899,0.986427
800,23,491,509,1000,0.473975,0.590804,10,0.488684,0.539231,2.03666,0.800407,1.0161
810,23,516,484,1000,0.47728,0.593274,10,0.477921,0.522448,1.93798,0.76938,0.98766
820,23,533,467,1000,0.481592,0.596388,10,0.472084,0.507258,1.87617,0.754221,0.982458
830,23,496,504,1000,0.494056,0.613766,10,0.497458,0.508179,2.01613,0.75,0.995683
840,23,509,491,1000,0.497447,0.632271,10,0.487336,0.490217,1.96464,0.721022,1.00882
850,23,505,495,1000,0.501321,0.626158,10,0.504455,0.502384,1.9802,0.730693,1.00115
860,23,511,489,1000,0.503337,0.625452,10,0.500557,0.494638,1.95695,0.751468,1.00098
870,23,516,484,1000,0.510572,0.635548,10,0.510658,0.48904,1.93798,0.738372,1.00678
880,23,495,505,1000,0.511495,0.637549,10,0.51371,0.488973,2.0202,0.791919,0.991713
890,23,501,499,1000,0.517531,0.649729,10,0.52173,0.484199,1.99601,0.740519,1.00612
900,23,460,540,1000,0.522754,0.650519,10,0.527701,0.481176,2.17391,0.830435,0.997609
910,23,495,505,1000,0.520633,0.665597,10,0.516787,0.477493,2.0202,0.787879,0.997794
920,23,487,513,1000,0.527321,0.672711,10,0.521904,0.467553,2.05339,0.882957,0.997306
930,23,516,484,1000,0.530257,0.680477,10,0.543374,0.483513,1.93798,0.746124,1.0196
940,23,478,522,1000,0.535442,0.689671,10,0.529421,0.456759,2.09205,0.778243,0.997774
950,23,504,496,1000,0.538272,0.692299,10,0.53206,0.456776,1.98413,0.815476,0.995999
960,23,507,493,1000,0.549941,0.698652,10,0.542291,0.440014,1.97239,0.844181,0.99407
970,23,501,499,1000,0.553084,0.696746,10,0.546987,0.442333,1.99601,0.862275,1.00239
980,23,518,482,1000,0.55461,0.698402,10,0.542652,0.439385,1.9305,0.758687,0.979945
990,23,505,495,1000,0.557468,0.693239,10,0.560276,0.444252,1.9802,0.827723,0.995711
1000,23,484,516,1000,0.556392,0.696998,10,0.557695,0.444249,2.06612,0.778926,1.00204
1010,23,509,491,1000,0.554774,0.695224,10,0.54328,0.437377,1.96464,0.848723,1.00255
1020,23,498,502,1000,0.555661,0.707346,10,0.54183,0.434181,2.00803,0.795181,0.993806
1030,23,499,501,1000,0.558439,0.710997,10,0.560027,0.442968,2.00401,0.8998,1.00503
1040,23,498,502,1000,0.562345,0.70721,10,0.556961,0.43299,2.00803,0.893574,1.00012
1050,23,521,479,1000,0.56765,0.714439,10,0.563804,0.423314,1.91939,0.892514,0.982589
1060,23,484,516,1000,0.566996,0.723,10,0.572006,0.438527,2.06612,0.836777,1.003
1070,23,512,488,1000,0.57331,0.730901,10,0.568598,0.424987,1.95312,0.818359,0.995199
1080,23,520,480,1000,0.577373,0.73188,10,0.572034,0.418322,1.92308,0.871154,1.00021
1090,23,514,486,1000,0.582,0.728326,10,0.581545,0.420043,1.94553,0.83463,0.984146
1100,23,510,490,1000,0.588061,0.724357,10,0.587821,0.407814,1.96078,0.835294,0.999403
1110,23,510,490,1000,0.587872,0.723844,10,0.583785,0.410088,1.96078,0.811765,0.99753
1120,23,512,488,1000,0.591149,0.723202,10,0.57975,0.402688,1.95312,0.912109,0.984419
1130,23,506,494,1000,0.589426,0.724091,10,0.58192,0.407483,1.97628,0.907115,0.987981
1140,23,497,503,1000,0.593247,0.7287,10,0.595616,0.409548,2.01207,0.837022,1.00249
1150,23,506,494,1000,0.593335,0.729434,10,0.606429,0.417368,1.97628,0.879447,1.00691
1160,23,511,489,1000,0.593287,0.719518,10,0.603266,0.412365,1.95695,0.898239,1.00157
1170,23,502,498,1000,0.592835,0.719668,10,0.597362,0.412044,1.99203,0.824701,1.00756
1180,23,540,460,1000,0.599332,0.723516,10,0.605481,0.405662,1.85185,0.907407,1.00597
1190,23,510,490,1000,0.598625,0.732385,10,0.586823,0.391078,1.96078,0.852941,0.979245
1200,23,517,483,1000,0.597141,0.732104,10,0.609589,0.410036,1.93424,0.864603,1.00781
1210,23,500,500,1000,0.597201,0.730606,10,0.604124,0.406123,2,0.866,1.00442
1220,23,508,492,1000,0.598862,0.729041,10,0.579691,0.387908,1.9685,0.852362,0.985117
1230,23,516,484,1000,0.602907,0.731226,10,0.593383,0.388647,1.93798,0.883721,1.0008
1240,23,541,459,1000,0.603022,0.740325,10,0.611951,0.402117,1.84843,0.794824,1.00708
1250,23,495,505,1000,0.600711,0.747883,10,0.608801,0.40721,2.0202,0.850505,1.0041
1260,23,506,494,1000,0.607562,0.744094,10,0.61928,0.400167,1.97628,0.893281,1.00229
1270,23,501,499,1000,0.605655,0.7585,10,0.599885,0.390202,1.99601,0.94012,0.992514
1280,23,488,512,1000,0.608111,0.751976,10,0.594595,0.384972,2.04918,0.946721,1.00214
1290,23,496,504,1000,0.607295,0.752992,10,0.605096,0.391069,2.01613,0.909274,0.999608
1300,23,529,471,1000,0.606175,0.757318,10,0.604339,0.391636,1.89036,0.765595,0.979669
1310,23,492,508,1000,0.60451,0.762817,10,0.609979,0.40002,2.03252,0.896341,1.00239
1320,23,489,511,1000,0.607483,0.761354,10,0.607994,0.393039,2.04499,0.961145,1.00682
1330,23,522,478,1000,0.609492,0.760259,10,0.618054,0.39529,1.91571,0.955939,1.00992
1340,23,476,524,1000,0.610435,0.750684,10,0.61932,0.393291,2.10084,0.993697,1.00189
1350,23,520,480,1000,0.610553,0.749327,10,0.618888,0.394537,1.92308,0.953846,1.00618
1360,23,474,526,1000,0.607887,0.748923,10,0.607472,0.393054,2.1097,0.909283,0.996601
1370,23,510,490,1000,0.608835,0.751772,10,0.625052,0.401728,1.96078,0.935294,1.00895
1380,23,504,496,1000,0.608866,0.749148,10,0.624088,0.400565,1.98413,0.946429,1.00321
1390,23,517,483,1000,0.607941,0.77075,10,0.598316,0.387459,1.93424,0.866538,0.99936
1400,23,504,496,1000,0.610379,0.778939,10,0.608589,0.385167,1.98413,0.896825,1.0007
1410,23,484,516,1000,0.614153,0.790457,10,0.611015,0.383496,2.06612,0.915289,0.997745
1420,23,485,515,1000,0.618553,0.813137,10,0.629897,0.386586,2.06186,0.872165,1.00833
1430,23,509,491,1000,0.627732,0.818457,10,0.624652,0.372061,1.96464,0.988212,0.983541
1440,23,512,488,1000,0.63422,0.822646,10,0.641437,0.368002,1.95312,0.90625,0.997374
1450,23,511,489,1000,0.640284,0.827342,10,0.645754,0.36041,1.95695,0.937378,0.9995
1460,23,486,514,1000,0.645681,0.817207,10,0.655256,0.358099,2.05761,0.985597,1.00221
1470,23,492,508,1000,0.65137,0.843334,10,0.655318,0.34959,2.03252,0.900407,1.02048
1480,23,500,500,1000,0.659778,0.852224,10,0.660864,0.3402,2,0.972,1.01124
1490,23,495,505,1000,0.663778,0.865377,10,0.658201,0.333746,2.0202,1.07475,0.996412
1500,23,474,526,1000,0.668579,0.863085,10,0.660594,0.326202,2.1097,1.03586,0.994814
1510,23,472,528,1000,0.669613,0.86684,10,0.676296,0.333763,2.11864,1.01059,0.995836
1520,23,534,466,1000,0.666231,0.879571,10,0.685217,0.344236,1.87266,0.925094,1.01281
1530,23,473,527,1000,0.673281,0.886104,10,0.682264,0.331736,2.11416,1.11839,1.0178
1540,23,513,487,1000,0.671327,0.882373,10,0.664423,0.327341,1.94932,0.879142,1.0063
1550,23,504,496,1000,0.673846,0.885725,10,0.668197,0.325196,1.98413,1.01984,0.999613
1560,23,497,503,1000,0.67673,0.876531,10,0.683172,0.327442,2.01207,0.977867,1.00841
1570,23,480,520,1000,0.678881,0.866482,10,0.666453,0.314269,2.08333,0.966667,0.990352
1580,23,511,489,1000,0.679546,0.85985,10,0.683056,0.322859,1.95695,1.01566,1.00833
1590,23,513,487,1000,0.679776,0.859533,10,0.682155,0.320708,1.94932,0.898635,1.00426
1600,23,484,516,1000,0.67839,0.859606,10,0.676814,0.320871,2.06612,1.04545,1.00636
1610,23,474,526,1000,0.677872,0.864484,10,0.675374,0.32149,2.1097,1.0654,1.00442
1620,23,496,504,1000,0.678861,0.86879,10,0.673623,0.31822,2.01613,1.03427,0.995427
1630,23,524,476,1000,0.686721,0.88488,10,0.691042,0.316072,1.9084,0.961832,0.999359
1640,23,496,504,1000,0.685309,0.889932,10,0.692966,0.31814,2.01613,1.09073,1.01833
1650,23,496,504,1000,0.686372,0.884176,10,0.68963,0.315866,2.01613,1.08266,1.00748
1660,23,496,504,1000,0.68734,0.894636,10,0.678351,0.310818,2.01613,1.03226,0.997057
1670,23,528,472,1000,0.69277,0.897421,10,0.680397,0.302031,1.89394,1.02841,1.003
1680,23,490,510,1000,0.69113,0.900515,10,0.69631,0.31366,2.04082,1.0898,1.00294
1690,23,477,523,1000,0.695205,0.906497,10,0.699759,0.308466,2.09644,1.05451,1.00971
1700,23,522,478,1000,0.699488,0.892259,10,0.706322,0.303396,1.91571,0.896552,1.00364
1710,23,495,505,1000,0.704401,0.886493,10,0.693935,0.295103,2.0202,1.04242,1.00306
1720,23,516,484,1000,0.698536,0.882294,10,0.694357,0.300398,1.93798,0.945736,0.997391
1730,23,523,477,1000,0.698641,0.900338,10,0.705063,0.305251,1.91205,0.977055,0.996808
1740,23,489,511,1000,0.696928,0.897456,10,0.689511,0.301516,2.04499,1.14724,1.00615
1750,23,489,511,1000,0.701959,0.893293,10,0.70501,0.298432,2.04499,0.952965,1.00779
1760,23,529,471,1000,0.703649,0.926078,10,0.700611,0.293658,1.89036,1.00567,0.992936
1770,23,512,488,1000,0.707917,0.908546,10,0.698867,0.289491,1.95312,1.13086,0.998892
1780,23,495,505,1000,0.715868,0.911023,10,0.713735,0.283185,2.0202,1.06667,0.998109
1790,23,508,492,1000,0.720195,0.911199,10,0.726051,0.283452,1.9685,1.06693,1.0073
1800,23,470,530,1000,0.725693,0.921824,10,0.730385,0.27444,2.12766,1.15745,1.00476
1810,23,543,457,1000,0.726508,0.930177,10,0.738709,0.277764,1.84162,1.06262,1.01299
1820,23,513,487,1000,0.730918,0.940124,10,0.721912,0.268017,1.94932,1.09162,0.996617
1830,23,528,472,1000,0.732397,0.920971,10,0.731505,0.267143,1.89394,1.09091,0.997547
1840,23,494,506,1000,0.733342,0.945153,10,0.723705,0.264582,2.02429,1.1498,1.00572
1850,23,513,487,1000,0.746832,0.958638,10,0.748581,0.254557,1.94932,1.1384,0.996133
1860,23,496,504,1000,0.750804,0.966282,10,0.75524,0.253012,2.01613,1.11089,1.01805
1870,23,508,492,1000,0.747822,0.969455,10,0.746131,0.251827,1.9685,1.19882,1.00275
1880,23,504,496,1000,0.747203,0.97416,10,0.749357,0.251552,1.98413,1.13492,1.00466
1890,23,505,495,1000,0.74801,0.978323,10,0.752594,0.254261,1.9802,1.14455,1.02349
1900,23,492,508,1000,0.757087,0.991243,10,0.765467,0.247128,2.03252,1.15244,1.00739
1910,23,507,493,1000,0.754096,0.99074,10,0.749697,0.245572,1.97239,1.22682,0.996361
1920,23,485,515,1000,0.757875,0.993029,10,0.748178,0.238834,2.06186,1.25773,1.00027
1930,23,499,501,1000,0.758604,0.994876,10,0.764594,0.241993,2.00401,1.22846,1.00668
1940,23,515,485,1000,0.761704,0.997773,10,0.760999,0.237042,1.94175,1.10485,1.00383
1950,23,483,517,1000,0.76189,1.0159,10,0.762617,0.23678,2.07039,1.25673,0.996956
1960,23,519,481,1000,0.767038,1.02042,10,0.777127,0.237105,1.92678,1.12909,1.01587
1970,23,501,499,1000,0.776137,1.02061,10,0.782292,0.225597,1.99601,1.22555,1.01231
1980,23,479,521,1000,0.772945,1.02399,10,0.77593,0.226373,2.08768,1.47599,0.998667
1990,23,509,491,1000,0.778605,1.02332,10,0.778357,0.220511,1.96464,1.26326,0.996768
2000,23,517,483,1000,0.787711,1.02834,10,0.791521,0.211845,1.93424,1.22244,1.00965
2010,23,493,507,1000,0.7963,1.02916,10,0.810576,0.206577,2.0284,1.26572,1.00903
2020,23,523,477,1000,0.792698,1.03904,10,0.799584,0.207436,1.91205,1.17591,1.01032
2030,23,487,513,1000,0.799159,1.05431,10,0.807403,0.200847,2.05339,1.45791,1.00112
2040,23,525,475,1000,0.801919,1.03013,10,0.809379,0.1997,1.90476,1.31429,0.999082
2050,23,488,512,1000,0.80253,1.02286,10,0.806222,0.199716,2.04918,1.33197,1.01524
2060,23,495,505,1000,0.806389,1.02396,10,0.81,0.192791,2.0202,1.30505,0.988665
2070,23,494,506,1000,0.804055,1.02925,10,0.812909,0.198251,2.02429,1.37652,1.00767
2080,23,487,513,1000,0.803839,1.05096,10,0.79274,0.192891,2.05339,1.20945,0.988719
2090,23,507,493,1000,0.805933,1.05254,10,0.830206,0.199704,1.97239,1.09073,1.01308
2100,23,514,486,1000,0.803561,1.0466,10,0.797923,0.195933,1.94553,1.19455,0.995222
2110,23,506,494,1000,0.806076,1.06282,10,0.807925,0.194701,1.97628,1.36561,1.00332
2120,23,520,480,1000,0.810327,1.06038,10,0.820566,0.192458,1.92308,1.22115,0.989994
2130,23,514,486,1000,0.812319,1.0657,10,0.811925,0.18677,1.94553,1.22957,1.00545
2140,23,496,504,1000,0.814255,1.0557,10,0.812666,0.186468,2.01613,1.25605,0.997391
2150,23,482,518,1000,0.818945,1.05287,10,0.834369,0.187557,2.07469,1.43776,1.00978
2160,23,498,502,1000,0.818713,1.04584,10,0.819296,0.180729,2.00803,1.38153,1.00111
2170,23,486,514,1000,0.815501,1.05009,10,0.808669,0.180794,2.05761,1.23457,0.992696
2180,23,511,489,1000,0.816016,1.07546,10,0.807059,0.181931,1.95695,1.21722,0.99015
2190,23,525,475,1000,0.815273,1.07218,10,0.826234,0.187216,1.90476,1.26476,0.994864
2200,23,501,499,1000,0.817068,1.07453,10,0.817818,0.182369,1.99601,1.31737,0.988771
2210,23,516,484,1000,0.813302,1.07546,10,0.812487,0.187179,1.93798,1.25581,1.00714
2220,23,502,498,1000,0.812519,1.09707,10,0.835172,0.194077,1.99203,1.34861,1.02457
2230,23,482,518,1000,0.822235,1.1032,10,0.821286,0.176848,2.07469,1.42116,1.00078
2240,23,489,511,1000,0.834467,1.11691,10,0.819104,0.16285,2.04499,1.30879,0.98425
2250,23,492,508,1000,0.841208,1.11602,10,0.84944,0.1598,2.03252,1.37602,0.99335
2260,23,489,511,1000,0.849442,1.13901,10,0.846965,0.148127,2.04499,1.48466,1.003
2270,23,492,508,1000,0.852771,1.12244,10,0.849827,0.147434,2.03252,1.42276,0.995872
2280,23,512,488,1000,0.850459,1.12947,10,0.850202,0.151751,1.95312,1.33594,1.00539
2290,23,486,514,1000,0.856505,1.13789,10,0.863751,0.14446,2.05761,1.60494,0.998915
2300,23,505,495,1000,0.863527,1.15062,10,0.864018,0.138488,1.9802,1.4099,1.0035
2310,23,512,488,1000,0.863167,1.13436,10,0.849498,0.13738,1.95312,1.39648,0.999925
2320,23,510,490,1000,0.858321,1.12808,10,0.862713,0.142387,1.96078,1.48235,1.00846
2330,23,533,467,1000,0.856752,1.12094,10,0.849482,0.141952,1.87617,1.27767,0.996185
2340,23,515,485,1000,0.85726,1.11662,10,0.855209,0.141853,1.94175,1.30097,0.999662
2350,23,501,499,1000,0.860213,1.11638,10,0.883166,0.142424,1.99601,1.23952,1.01334
2360,23,507,493,1000,0.862185,1.12298,10,0.856301,0.138058,1.97239,1.54241,0.993908
2370,23,519,481,1000,0.862396,1.11825,10,0.858663,0.13629,1.92678,1.51638,0.990816
2380,23,504,496,1000,0.859775,1.11069,10,0.852923,0.14034,1.98413,1.42857,1.0035
2390,23,476,524,1000,0.865824,1.11037,10,0.855455,0.133562,2.10084,1.42857,0.99502
2400,23,534,466,1000,0.862657,1.12205,10,0.863652,0.136524,1.87266,1.33146,1.01748
2410,23,508,492,1000,0.864661,1.12285,10,0.861415,0.136279,1.9685,1.44882,0.997104
2420,23,511,489,1000,0.864178,1.12908,10,0.867374,0.135543,1.95695,1.4227,0.9985
2430,23,481,519,1000,0.866248,1.13516,10,0.887021,0.136435,2.079,1.55925,1.01621
2440,23,485,515,1000,0.868916,1.15824,10,0.876159,0.133833,2.06186,1.46186,1.00856
2450,23,533,467,1000,0.867935,1.16212,10,0.870873,0.131081,1.87617,1.41839,1.00344
2460,23,528,472,1000,0.882462,1.17764,10,0.916639,0.120636,1.89394,1.55303,1.02545
2470,23,518,482,1000,0.885803,1.20452,10,0.889056,0.115502,1.9305,1.41313,1.00986
2480,23,464,536,1000,0.889804,1.21924,10,0.873856,0.108953,2.15517,1.56034,0.990798
2490,23,482,518,1000,0.897625,1.22892,10,0.912137,0.104911,2.07469,1.64523,1.00174
2500,23,493,507,1000,0.905601,1.20831,10,0.897445,0.0927012,2.0284,1.60446,0.996989
2510,23,517,483,1000,0.907992,1.20893,10,0.901195,0.0903726,1.93424,1.60542,0.998731
2520,23,486,514,1000,0.909295,1.20261,10,0.900817,0.0908897,2.05761,1.53704,0.999882
2530,23,498,502,1000,0.911583,1.19586,10,0.913914,0.0898526,2.00803,1.40161,1.00681
2540,23,517,483,1000,0.916359,1.21138,10,0.890544,0.0811931,1.93424,1.49323,0.992865
2550,23,508,492,1000,0.920533,1.19867,10,0.929967,0.0807679,1.9685,1.56496,1.00298
2560,23,471,529,1000,0.926731,1.16953,10,0.937701,0.0738712,2.12314,1.862,1.0192
2570,23,513,487,1000,0.92441,1.20879,10,0.926805,0.0773803,1.94932,1.54971,1.00148
2580,23,498,502,1000,0.92943,1.23127,10,0.919135,0.0685605,2.00803,1.72691,0.995944
2590,23,516,484,1000,0.934782,1.26377,10,0.953777,0.0661901,1.93798,1.65891,1.00788
2600,23,487,513,1000,0.938814,1.26019,10,0.943501,0.0625206,2.05339,1.79055,0.997988
2610,23,508,492,1000,0.940387,1.25734,10,0.937395,0.0578543,1.9685,1.75787,1.00376
2620,23,488,512,1000,0.949477,1.28872,10,0.932698,0.0507477,2.04918,1.82582,1.00068
2630,23,498,502,1000,0.94982,1.30569,10,0.94422,0.0489742,2.00803,1.88956,0.994787
2640,23,520,480,1000,0.954726,1.3129,10,0.947645,0.0444388,1.92308,1.84615,1.00499
2650,23,504,496,1000,0.953769,1.30881,10,0.953242,0.0445944,1.98413,1.71429,0.997097
2660,23,485,515,1000,0.962498,1.31082,10,0.959368,0.0369407,2.06186,2.06186,0.996942
2670,23,521,479,1000,0.964316,1.30162,10,0.964295,0.0366936,1.91939,1.66603,0.996249
2680,23,482,518,1000,0.96456,1.30058,10,0.957577,0.0347324,2.07469,1.89419,0.996396
2690,23,514,486,1000,0.966511,1.29316,10,0.952545,0.0321501,1.94553,1.84436,0.991187
2700,23,513,487,1000,0.964136,1.2992,10,0.974804,0.036214,1.94932,1.73879,0.995728
2710,23,511,489,1000,0.966048,1.29687,10,0.961863,0.0335304,1.95695,1.79843,1.00257
2720,23,494,506,1000,0.970391,1.29266,10,0.957886,0.0293685,2.02429,2.01822,0.988282
2730,23,504,496,1000,0.964983,1.28597,10,0.950753,0.0346313,1.98413,1.82738,0.999507
2740,23,480,520,1000,0.969963,1.28508,10,0.971822,0.0305991,2.08333,2,1.00652
2750,23,510,490,1000,0.971646,1.28107,10,0.971338,0.0267032,1.96078,1.88627,1.0068
2760,23,479,521,1000,0.969177,1.26916,10,0.957232,0.0311562,2.08768,1.94363,0.987259
2770,23,521,479,1000,0.967528,1.26896,10,0.992228,0.0330404,1.91939,1.70058,1.01755
2780,23,539,461,1000,0.963691,1.27322,10,0.978935,0.0357812,1.85529,1.67532,1.0058
2790,23,502,498,1000,0.963855,1.26815,10,0.947829,0.0351086,1.99203,1.93825,0.990056
2800,23,494,506,1000,0.96175,1.25983,10,0.96632,0.0387104,2.02429,1.94939,0.987939
2810,23,512,488,1000,0.9644,1.26901,10,0.964494,0.0361273,1.95312,1.62109,0.99933
2820,23,522,478,1000,0.966804,1.26664,10,0.955067,0.0317645,1.91571,1.70115,1.00284
2830,23,521,479,1000,0.967431,1.25962,10,0.958425,0.0321798,1.91939,1.71017,0.995466
